YesText#0,"""Yes"""
Title#1,"""Basic Status"""
StatusLabeJob#0,"""$(0)"""
StatusLabelLevel#0,"""Lv."""
StatusLabelExp#0,""" EXP"""
MainStatusLabelExp#0,""" EXP"""
StatusLabelNextExp#0,""" To Next Lv."""
MainStatusLabelNextExp#0,""" To Next Lv."""
SubStatusLabelNextExp#0,""" To Next Lv. (Subcwass)"""
StatusLabelMeseta#0,""" Meseta"""
StatusLabelFun#0,""" FUN"""
StatusLabelAc#0,""" AC"""
StatusLabelTicket#0,""" Pwemium Expiwation"""
StatusLabeMainClass#0,""" Main Cwass"""
StatusLabelSubClass#0,""" Subcwass"""
MiKakin#0,""" Unused"""
IsPremium#0,"""<yellow>Premium Active<c>"""
NonPremium#0,"""<red>Premium Expires<c>"""
KakinGire#0,"""<red>Expired<c>"""
NetCafe#0,"""<green>NetCafe Premium<c>"""
NoJob#0,"""None"""
Excube#0,""" To Next Cube"""
MainExcube#0,""" To Next Cube"""
SubExcube#0,""" To Next Cube (Subcwass)"""
ExpBlank#0,"""-"""
StatusLabelCC#0,""" Casino Coins"""
ChallengePoint#1,""" Chawwenge Miwes"""
StatusLabelSg#0,""" Staw Gems (SG)"""
LevelMax#0,"""（$(0)）"""
LevelMaxHide#0,"""(－)"""
Title#2,"""Cuwwent Status"""
header1#0,"""Effect Name"""
header2#0,"""Effect Duwation"""
EffectTabForwardText#0,"""Switch"""
EffectTabForward#0,"""<%NextTabDetails>"""
SubTitle_Element#0,"""Status"""
SubTitle_Technic#0,"""Technique Effects"""
SubTitle_Item#0,"""Item Effects"""
SubTitle_Drink#0,"""Dwink Effects"""
SubTitle_Guild#0,"""Suppowt Photon Effect"""
SubTitle_PSE#0,"""PSE Effects"""
SubTitle_Enemy#0,"""Enemy Gift Effect"""
SubTitle_Live#0,"""-Effect"""
SubTitle_CraftEnchant#0,"""Timed Abiwity"""
SubTitle_MyBoost#0,"""Daiwy Boost Effect (Decweases as time ewapses)"""
SubTitle_Skill#0,"""Skiww Effect"""
SubTitle_RareEnemy#0,"""Wawe Enemy Twiggew Effect"""
SubTitle_Sukunahime#0,"""Sukuna-hime's Bwessing"""
SubTitle_QuestClear#0,"""Quest Cweaw Boost"""
SubTitle_ArksBoost#0,"""A.W.K.S."""
SubTitle_GatBoost#0,"""Gathewing Boost Effect"""
SubTitle_QuestTrigger#0,"""Quest Twiggew Effect"""
SubTitle_FriendInvite#0,"""Invitation Boost Effect"""
SubTitle_LaboBoost#0,"""Quest Cweaw Boost"""
SubTitle_PartyBuff#0,"""Pawty Boost Effect"""
SubTitle_PremiumBoost#0,"""Pwemium Effect"""
SubTitle_PokaBoost#0,"""Next Battwe Bonus"""
SubTitle_ParameterSync#0,"""Quest Adjustments"""
SubTitle_BasnetBuff#0,"""Main Match Boost"""
None#0,"""None"""
Burn1#0,"""Buwn"""
Burn2#0,"""Buwn"""
Burn3#0,"""Buwn"""
Burn4#0,"""Buwn"""
Burn5#0,"""Buwn"""
Freeze1#0,"""Fweeze"""
Freeze2#0,"""Fweeze"""
Freeze3#0,"""Fweeze"""
Freeze4#0,"""Fweeze"""
Freeze5#0,"""Fweeze"""
Poison1#0,"""Poison"""
Poison2#0,"""Poison"""
Poison3#0,"""Poison"""
Poison4#0,"""Poison"""
Poison5#0,"""Poison"""
Shock1#0,"""Shock"""
Shock2#0,"""Shock"""
Shock3#0,"""Shock"""
Shock4#0,"""Shock"""
Shock5#0,"""Shock"""
Panic1#0,"""Panic (Confusion)"""
Panic2#0,"""Panic (Confusion)"""
Panic3#0,"""Panic (Confusion)"""
Panic4#0,"""Panic (Confusion)"""
Panic5#0,"""Panic (Confusion)"""
Silece1#0,"""Siwence"""
Silece2#0,"""Siwence"""
Silece3#0,"""Siwence"""
Silece4#0,"""Siwence"""
Silece5#0,"""Siwence"""
Mirage1#0,"""Miwage"""
Mirage2#0,"""Miwage"""
Mirage3#0,"""Miwage"""
Mirage4#0,"""Miwage"""
Mirage5#0,"""Miwage"""
Shifta#0,"""Attack Boost"""
Deband#0,"""Defense Boost"""
Jellen1#0,"""Jewwen (Attack Down)"""
Jellen2#0,"""Jewwen (Attack Down)"""
Jellen3#0,"""Jewwen (Attack Down)"""
ShitaRide#0,"""Attack Boost"""
DebandRide#0,"""Defense Boost"""
MagShifta#0,"""Attack Boost"""
MagDeband#0,"""Defense Boost"""
DrinkMainAtpUpS#0,"""Main effect: Smaww attack boost"""
DrinkMainAtpUpM#0,"""Main effect: Medium attack boost"""
DrinkMainAtpUpL#0,"""Main effect: Wawge attack boost"""
DrinkMainDfpUpS#0,"""Main effect: Smaww defense boost"""
DrinkMainDfpUpM#0,"""Main effect: Medium defense boost"""
DrinkMainDfpUpL#0,"""Main effect: Wawge defense boost"""
DrinkMainHPUpS#0,"""Main effect: Smaww HP boost"""
DrinkMainHPUpM#0,"""Main effect: Medium HP boost"""
DrinkMainHPUpL#0,"""Main effect: Wawge HP boost"""
DrinkMainPPUpS#0,"""Main effect: Smaww PP boost"""
DrinkMainPPUpM#0,"""Main effect: Medium PP boost"""
DrinkMainPPUpL#0,"""Main effect: Wawge PP boost"""
DrinkMainRegistFireUpS#0,"""Main effect: Smaww fiwe wesist boost"""
DrinkMainRegistFireUpM#0,"""Main effect: Medium fiwe wesist boost"""
DrinkMainRegistFireUpL#0,"""Main effect: Wawge fiwe wesist boost"""
DrinkMainRegistIceUpS#0,"""Main effect: Smaww ice wesist boost"""
DrinkMainRegistIceUpM#0,"""Main effect: Medium ice wesist boost"""
DrinkMainRegistIceUpL#0,"""Main effect: Wawge ice wesist boost"""
DrinkMainRegistThunderUpS#0,"""Main effect: Smaww wightning wesist boost"""
DrinkMainRegistThunderUpM#0,"""Main effect: Medium wightning wesist boost"""
DrinkMainRegistThunderUpL#0,"""Main effect: Wawge wightning wesist boost"""
DrinkMainRegistWindUpS#0,"""Main effect: Smaww wind wesist boost"""
DrinkMainRegistWindUpM#0,"""Main effect: Medium wind wesist boost"""
DrinkMainRegistWindUpL#0,"""Main effect: Wawge wind wesist boost"""
DrinkMainRegistLightUpS#0,"""Main effect: Smaww wight wesist boost"""
DrinkMainRegistLightUpM#0,"""Main effect: Medium wight wesist boost"""
DrinkMainRegistLightUpL#0,"""Main effect: Wawge wight wesist boost"""
DrinkMainRegistDarkUpS#0,"""Main effect: Smaww dawk wesist boost"""
DrinkMainRegistDarkUpM#0,"""Main effect: Medium dawk wesist boost"""
DrinkMainRegistDarkUpL#0,"""Main effect: Wawge dawk wesist boost"""
DrinkSubWeakDamageUp#0,"""Added effect: Weakpoint damage boost"""
DrinkSubRegistAbnormalUp#0,"""Added effect: Status wesistance boost"""
DrinkSubDropEnchantUp#0,"""Added effect: Speciaw abiwity dwopwate boost"""
DrinkSubDropUnidentifiedUp#0,"""Added effect: Untekked item wate boost"""
DrinkSubDropRareUp#0,"""Added effect: Wawe dwopwate boost"""
DrinkSubDropMesetaUp#0,"""Added effect: Meseta boost"""
DrinkSubReduceKnockBackUp#0,"""Added effect: Weduced knockback"""
DrinkSubDamageZeroUp#0,"""Added effect: Wandomwy nuwwify damage"""
DrinkSubItemHealUp#0,"""Added effect: Wecuvwy item effect boost"""
DrinkSubPPUsageDown#0,"""Added effect: PP cost weduction"""
DrinkSubPPRecoverySpeedUp#0,"""Added effect: PP wecuvwy boost"""
DrinkSubPBGageRizeUp#0,"""Added effect: PB gauge wise boost"""
DrinkSubPADamageUp#0,"""Added effect: PA damage boost"""
DrinkSubAttackHateUp#0,"""Added effect: Hate genewation boost"""
DrinkSubAttackHateDown#0,"""Added effect: Hate genewation weduction"""
DrinkSubExperienceUp#0,"""Added effect: EXP boost"""
TeamBoost_AttackUp#0,"""Attack Boost"""
TeamBoost_DefenseUp#0,"""Defense Boost"""
TeamBoost_EXPUp#0,"""EXP Boost"""
TeamBoost_MesetaUp#0,"""Meseta Up"""
TeamBoost_RareUp#0,"""Wawe Dwopwate Boost"""
CraftEnchantEffectTime#0,"""$(0):$(1):$(2)"""
MyBoostEffectName#0,"""Twi-Boost +$(0)%"""
SukunahimeEffect#0,"""Chawactew Stwengthening Lv.$(0)"""
QuestClear_Magatsu#0,"""Waid Bonus: Wawe Dwop +$(0)%"""
ArksBoostEffect#0,"""Chawactew Stwengthening Lv.$(0)"""
QuestTriggerBoost1#0,"""Wawe Dwop Wate +$(0)%"""
QuestTriggerBoost2#0,"""Exp. +$(0)%"""
FriendInviteBoost#0,"""EXP +$(0)%"""
LaboBoost1#0,"""Waid Wewawd: NT Gwind Boost +$(0)%"""
LaboBoost2#0,"""Waid Wewawd: Unit Gwind Boost +$(0)%"""
ItemEffect_Suspend#0,"""(Paused)"""
PartyBuff#0,"""Twi-Boost +$(0)%"""
PremiumBoost#0,"""Twi-Boost ＋$(0)%"""
PremiumBoostDay#0,"""$(0) Day"""
PokaPointBoost#0,"""Battwe Coin Bonus +$(0)%"""
ParameterSync#0,"""Lv.$(0) Stats"""
BasnetBuff#0,"""Twi-Boost +$(0)%"""
Item#0,"""Items"""
Arms#0,"""Weapons"""
Guard#0,"""Awmows"""
Subpalette#0,"""Subpawettes"""
WeaponAvatar#0,"""Weapon Camo"""
WeaponPos#0,"""WPN. Position"""
Valuables#0,"""-"""
Close#0,"""Wetuwn"""
DropRoot#0,"""Dwop item"""
Rental_ItemName#0,"""Wentaw Item Name"""
Rental_TimeRimit#0,"""Expiwation"""
PATitle#0,"""Photon Alt Detaiws"""
TechnicTitle#0,"""Technique Detaiws"""
OverloadTitle#0,"""Compound Technique Detaiws"""
SkillTitle#0,"""Skiww Detaiws"""
NoSelectPAMessage#0,"""You have not sewected a Photon Alt"""
NoSelectTechnicMessage#0,"""You have not sewected a Technique"""
NoSelectOverloadMessage#0,"""No winked Compound Technique."""
Power#0,"""Powew"""
Dex#1,"""DEX Modifiew"""
NeedPp#0,"""PP Cost"""
PowerValue#0,"""$(0)"""
DexValue#0,"""$(0)%"""
EffectValue#0,"""$(0)%"""
Burn#0,"""Buwn"""
Shock#0,"""Shock"""
Freeze#0,"""Fweeze"""
Bind#0,"""Bind"""
Silence#0,"""Siwence"""
Poison#0,"""Poison"""
Break#0,"""Bweak"""
Injury#0,"""Injuwe"""
Curse#0,"""Cuwse"""
Stun#0,"""Stun"""
Panic#0,"""Panic"""
Mirage#0,"""Miwage"""
TechnicCustomize#0,"""Cwaft Detaiws"""
Merit#0,"""Mewit"""
Demerit#0,"""Demewit"""
Special#0,"""Speciaw Effect"""
Custom1#0,"""Custom Type 1"""
Custom2#0,"""Custom Type 2"""
ActionChange#0,"""Behaviow Change"""
PetTitle#0,"""Pet Detaiws"""
Title#3,"""Cwass Skiww Detaiws"""
NoSelectMessage#0,"""You have not sewected a Cwass Skiww"""
MaxLevel#0,"""MAX Lv."""
Percent#0,"""$(0)%"""
Second#0,"""$(0) sec."""
Piece#0,"""$(0) pieces"""
Shot#0,"""$(0) shots"""
Plus#0,"""+$(0)"""
Minus#0,"""-$(0)"""
Times#0,"""$(0) time(s)"""
Blank#0,"""―"""
LevelZero#0,"""0"""
MaxLevelValue#0,"""（$(0)）"""
Decimal#0,"""$(1).$(0)"""
Prev#0,"""Pwev"""
Next#0,"""Next"""
Title#4,"""Cwass Detaiws"""
Experience#0,"""EXP"""
NextExperience#0,"""To Next Lv."""
EquipableWeapon#0,"""Equippabwe Weapons"""
Blank#1,"""―"""
Together_EXP#0,"""Combined EXP"""
Together_EXP_Max#0,"""Max Comb. EXP"""
ClassLevel#0,"""Lv.(MAX)"""
Title#5,"""Awmow Pawette"""
WarningTitle#0,"""Wawning"""
WarningMessage#0,"""If you equip this costume some units will be unequipped.<br>Is that okay?"""
WarningMessageCast#0,"""If you equip these parts some units will be unequipped.<br>Is that okay?"""
CostumeHint#0,"""Costumes can be equipped in this swot."""
Parts1Hint#0,"""Body pawts can be equipped in this swot."""
Parts2Hint#0,"""Awm pawts can be equipped in this swot."""
Parts3Hint#0,"""Weg pawts can be equipped in this swot."""
Addon1Hint#0,"""Weaw units can be equipped in this swot."""
Addon2Hint#0,"""Awm units can be equipped in this swot."""
Addon3Hint#0,"""Weg units can be equipped in this swot."""
Ring1Hint#0,"""A swot fow equipping a Weft Wing."""
Ring2Hint#0,"""A swot fow equipping a Wight Wing."""
FashionHint#0,"""Costumes can be equipped in this swot."""
CostumeError#0,"""You cannot remove costumes or<br>outerwear in a Shared Ship or<br>Challenge Block. Please return to your<br>ship or a normal block to change<br>your equipment."""
CostumeErrorTitle#0,"""Awmow Pawette"""
PartsError#0,"""Arm and leg parts cannot be<br>removed. If you want to change<br>them, you must replace them with<br>another part.<br><br>Also, you cannot change Cast parts<br>or outerwear in a Shared Ship or<br>Challenge Block. Please return to your<br>ship or a normal block to change<br>your equipment."""
PartsErrorTitle#0,"""Awmow Pawette"""
Costume#0,"""Costume"""
Parts#0,"""Pawts"""
Unit#0,"""Units"""
Ring#0,"""Skiww Wings"""
Lring#0,"""W Wing"""
Rring#0,"""W Wing"""
WindowTitleCustom#0,"""Weapon Pawette"""
WindowTitleCustomSub#0,"""Subpawettes"""
WindowTitleIconbox#0,"""Item wist"""
WindowTitleMainTemplate#0,"""Main Pawette Tempwate"""
WindowTitleSubTemplate#0,"""Subpawette Tempwate"""
ButtonEquip#0,"""Open Equipment"""
MenuTemplate#0,"""Tempwate"""
MenuDelete#0,"""Dewete"""
NoPAMessage#0,"""Thewe awe no Photon Alts"""
NoTechnicMessage#0,"""Thewe awe no Techniques"""
NoOverloadMessage#0,"""No Compound Techniques."""
NoSkillMessage#0,"""Thewe awe no Skiwws"""
NoPetMessage#0,"""No Pets"""
NoPetPAMessage#0,"""No Pet PAs"""
Acquire#0,"""Weawn"""
ConfirmAcquire#0,""" Lv.$(0) will be learned.<br>Is that okay?"""
SuccessAcquire#0,""" Lv.$(0) has been weawned."""
AcquireMessageTitle#0,"""Weawning PAs/Techniques"""
AcquireMessageTitle2#0,"""Weawn Cwass Skiwws"""
FailAcquire00#0,"""You awweady know that disc wevew."""
FailAcquire01#0,"""You don't meet the wequiwements."""
CustomizeMessageTitle#0,"""Custom Disc Finaw Confiwmation"""
ConfirmCustomize#0,"""You will customize <yellow>$(0)<c><br>by using this Custom Disc.<br>Continue?"""
SuccessCustomize#0,"""Customized $(0)."""
FailCustomize00#0,"""You cannot customize Techniques you do not know."""
ConfirmPaCustomize#0,"""You will customize <yellow>$(0)<c><br>by using this Custom Disc.<br>Continue?"""
FailPaCustomize00#0,"""Cannot customize Photon Alts that you have not weawned."""
Set#0,"""Set"""
BackSet#0,"""Set Weaw"""
ArmSet#0,"""Set Awm"""
LegSet#0,"""Set Weg"""
BackRemove#0,"""Wemuv Weaw"""
ArmRemove#0,"""Wemuv Awm"""
LegRemove#0,"""Wemuv Weg"""
BackSet_v#0,"""Set Weaw"""
ArmSet_v#0,"""Set Awm"""
LegSet_v#0,"""Set Weg"""
BackRemove_v#0,"""Wemuv Weaw"""
ArmRemove_v#0,"""Wemuv Awm"""
LegRemove_v#0,"""Wemuv Weg"""
CostumeRemove#0,"""Wemuv Costume"""
OuterwearRemove#0,"""Wemuv Outewweaw"""
PartsRemove#0,"""Wemuv Body Pawts"""
RingRRemove#0,"""Wemuv Wight Wing"""
RingLRemove#0,"""Wemuv Weft Wing"""
RingRRemove_v#0,"""Wemuv Wight Wing"""
RingLRemove_v#0,"""Wemuv Weft Wing"""
Levelup#0,"""Wevew up"""
Change#0,"""Change"""
SetExchange#0,"""Sowt settings"""
Exchange#0,"""Sowt"""
Delete#0,"""Wemuv"""
FailEquip#0,"""Cannot equip"""
MainConfigHint#0,"""Copy/paste Weapon Pawette"""
SubConfigHint#0,"""Copy/paste Subpawette"""
WeaponSlotHint#0,"""Weapon swot (swot $(0) in the action pawette)"""
MainSlotHint#0,"""You can set PAs (Photon Arts)<br> and Techniques to these slots."""
SubSlotHint#0,"""Set Techniques, Class Skills<br> and consumables to this slot."""
IndicateTextMain#0,"""<yellow>Weapons<c>, <c 00ffff>PAs<c> and <green>Techniques<c> can be set to the Weapon Palette <c ff007f>from the tab<c>."""
IndicateTextSub#0,"""<yellow>Consumables<c>, <c 00ffff>Class Skills<c> and <green>Techniques<c> can be set to the Subpalette <c ff007f>from the tab<c>."""
IndicateTextEquip#0,"""<yellow>Units<c>, <c 00ffff>Costume (Parts)<c>, and <green>Rings<c>, can be set to the Armor Palette <c ff007f>from the tab<c>."""
IndicateTextAvatar#0,"""Allows you to change the appearance of your weapon by setting <yellow>*Weapon Camouflage<c>."""
IndicateTextWeaponPos#0,"""Weapon Position awwows you to change the position of each weapon on youw pawettes."""
TabHintPA#0,"""Photon Alts"""
TabHintTechnic#0,"""Techniques"""
TabHintOverload#0,"""Compound Techs"""
TabHintSkill#0,"""Cwass Skiwws"""
TabHintPet#0,"""Pet"""
TabHintPetPA#0,"""Pet PAs"""
TabHintAdvancePA#0,"""Advanced PAs"""
EquipMenuTitle#0,"""Equipment Menu"""
IconPacTitle#0,"""Wist"""
IconPacRemove#0,"""Wemuv"""
SubPaletteTab1#0,"""1. Book 01"""
SubPaletteTab2#0,"""2. Book 02"""
SubPaletteTab3#0,"""3. Book 03"""
SubPaletteTab4#0,"""4. Book 04"""
SubPaletteTab5#0,"""5. Book 05"""
SubPaletteTab6#0,"""6. Book 06"""
ActionLearn#0,"""Can be weawned"""
ActionLearnVita#0,"""Can be weawned"""
ActionParamNane#0,"""-"""
NoWeapon#0,"""Unawmed"""
PaletteServerMessage#0,"""Unequipped any items you can no wongew equip."""
PaletteServerMessageReleaseAction#0,"""Wemuvd Weapon Actions that no wongew meet the conditions."""
SubPaletteTabChangeTag#0,"""<%TabForward>"""
SubPaletteTabChange#0,"""Next"""
Weapon#0,"""Weapons"""
Attack_Arts#0,"""Attack/PA/Technique"""
EnsureLearning#0,"""Confiwm weawning"""
agendum#0,"""Item"""
Before#0,"""Pwev"""
After#0,"""Next"""
Body#0,"""Body"""
Back#0,"""Weaw"""
Arm#0,"""Awm"""
Leg#0,"""Weg"""
Costume#1,"""Costume"""
SubWindowChange1#0,"""<pict Sign_TRIANGLE>Switch"""
SubWindowChange2#0,"""<pict Sign_TRIANGLE>Switch"""
SubWindowChange3#0,"""<pict Sign_TRIANGLE>Switch"""
StrongEquipText#0,"""This will change to the strongest<br>currently equipped weapon type from<br>the Item Pack. Is this OK?"""
StrongEquipTitle#0,"""Automatic Equip"""
StrongEquipWeaponRevised#0,"""Weapon Aftew Change"""
StrongEquipPalleteRevised#0,"""Unit Aftew Change"""
EquipChangedMessage#0,"""Equipment changed."""
EquipItemNoneMessage#0,"""No equippabwe items."""
DfpStrike#1,"""Pwiowitize Stwiking"""
DfpFirearm#1,"""Pwiowitize Wanged"""
DfpTechnic#1,"""Pwiowitize Technique"""
ChipUse#0,"""Confiwm Effect Data"""
ChipEffectScope#0,"""Effect Awea"""
ChipEffect01#0,"""Main Effect"""
ChipEffect02#0,"""Sub Effect"""
ChipEffect03#0,"""Bonus Effect"""
ChipDays#0,"""Effect Duwation"""
TaktMainSlotHint#0,"""You can set a pet in this swot."""
CostumeTitle#0,"""Costume"""
OuterwearTitle#0,"""Outew Weaw"""
BodyTitle#0,"""Pawts"""
SideChange#0,"""Switch"""
SideChangeHint#0,"""Switch between fwont and back pawette."""
WeaponActionError#0,"""This weapon does not suppowt Weapon Actions."""
Title#6,"""Chawactew Info"""
OtherTitle#0,"""$(0)'s Chawactew Info"""
Param#0,"""Stat Info"""
Equipment#0,"""Equipment Info"""
SetEffect#0,"""Set Effect Info"""
Class#0,"""Cwass Info"""
Pa#0,"""Photon Alt Info"""
AdvancePA#0,"""Adv. Cwass PA Info"""
Technic#1,"""Technique Info"""
Overload#0,"""Compound Tech Info"""
ClassSkill#0,"""Cwass Skiww Info"""
CraftInfo#0,"""Cwaft Infowmation"""
EventItem#0,"""Event Items"""
FashionInfo#0,"""Fashion Info"""
InquiryMessage#0,"""Wequesting info..."""
NoDataMessage#0,"""Thewe is no info to dispway"""
Close#1,"""Wetuwn"""
TitleName#0,"""Titwe"""
NoTitle#0,"""None"""
Name#0,"""Chawactew Name"""
Guild#0,"""Team Name"""
NoGuild#0,"""Unaffiwiated"""
HunterExplanation#0,"""A cwass whose twue wowth wies in mewee. Boasting high HP and defense, they excew at sowo combat."""
RangerExplanation#0,"""A cwass that focuses on mid-wanged combat, attacking with guns. They awe capabwe of pwecise wanged attacks."""
ForceExplanation#0,"""A cwass geawed towawd wong-wange combat using Photonic Techniques as powewfuw as they awe divewse."""
FighterExplanation#0,"""A cwose wanged mewee cwass speciawizing in wightweight weapons. Usews of this cwass awe known fow theiw high fighting pwowess."""
GunnerExplanation#0,"""Combines high wate of fiwe and high maneuvewabiwity using wanged weapons fow cwose wange combat."""
TecherExplanation#0,"""A cwass that focuses in mid-wange combat using Techniques. They speciawize in Suppowtive Techniques."""
BraverExplanation#0,"""A cwass bawanced between showt and wong wanged combat. Become stwongew by advancing skiwws, timing, and pwecision."""
BouncerExplanation#0,"""A cwass capabwe not onwy of mewee combat, but Technique use as weww. Theiw twue wowth wies in suppowting many peopwe in combat."""
ChallengerExplanation#0,"""A special class used in ARKS VR training.<br>It is able to use all weapon types in<br>order to train under a variety of conditions."""
SummonerExplanation#0,"""A cwass that fights by summoning pets. They demonstwate a wide wange of stwengths thwough the skiwwfuw use of the pets they waise."""
PokaExplanation#0,"""A special class used in the ARKS Battle Arena.<br>It is able to use all weapon types in<br>order to train under a variety of conditions."""
WpnmanExplanation#0,"""An advanced cwass designed to fight muwtipwe enemies at once. Can use 3 weapons of Stwiking, Wanged and Tech types in combat."""
NoPaMessage#0,"""Thewe awe no Photon Alts"""
NoTechnicMessage#1,"""Thewe awe no Techniques"""
NoOverloadMessage#1,"""No Compound Techniques."""
NoClassSkillMessage#0,"""Thewe awe no Cwass Skiwws"""
OnMousePaAll#0,"""Aww Photon Alts"""
OnMousePaSword#0,"""Swowd Photon Alts"""
OnMousePaLance#0,"""Wiwed Wance Photon Alts"""
OnMousePaPartisan#0,"""Pawtizan Photon Alts"""
OnMousePaTdagger#0,"""Twin Daggew Photon Alts"""
OnMousePaWsaber#0,"""Doubwe Sabew Photon Alts"""
OnMousePaKnuckle#0,"""Knuckwe Photon Alts"""
OnMousePaSaber#0,"""Gunswash Photon Alts"""
OnMousePaRifle#0,"""Assauwt Wifwe Photon Alts"""
OnMousePaLauncher#0,"""Waunchew Photon Alts"""
OnMousePaTmachinegun#0,"""Twin Machinegun Photon Alts"""
OnMousePaKatana#0,"""Katana Photon Alts"""
OnMousePaCompoundBow#0,"""Buwwet Bow Photon Alts"""
OnMousePaJboots#0,"""Jet Boots PAs"""
OnMousePaDblade#0,"""Duaw Bwade PAs"""
OnMousePaWpnman#0,"""Advanced Cwass PAs"""
OnMouseTechnicAttributeAll#0,"""Aww Techniques"""
OnMouseTechnicAttributeFire#0,"""Fiwe Techniques"""
OnMouseTechnicAttributeIce#0,"""Ice Techniques"""
OnMouseTechnicAttributeThunder#0,"""Wightning Techniques"""
OnMouseTechnicAttributeWind#0,"""Wind Techniques"""
OnMouseTechnicAttributeLight#0,"""Wight Techniques"""
OnMouseTechnicAttributeDark#0,"""Dawk Techniques"""
OnMouseTechnicAttributeMultiple#0,"""Muwti-Ewement Technique"""
OnMouseClassSkill#0,"""$(0)$(1) Cwass Skiwws"""
ClassList#0,"""Cwass Wist"""
ClassLevel#1,"""Lv.(MAX)"""
PaList#0,"""Photon Alts Wist"""
TechnicList#0,"""Technique Wist"""
ClassSkillList#0,"""Cwass Skiww Wist"""
InquiryErrorTitle#0,"""Wetwieving Chawactew Info"""
InquiryErrorMessage1#0,"""Couwd not dispway Chawactew Info."""
ClassSkillLevel#0,"""Lv.(MAX)"""
EquipmentWeapon#0,"""Weapons"""
EquipmentUnit#0,"""Unit / Skiww Wing Equipment"""
EquipmentCostume#0,"""Pawts/Costume/Weapon Camo"""
InquiryErrorMessage2#0,"""Could not get character info.<br>Please try again later."""
CraftDetailTitle#0,"""Cwaft Infowmation"""
CraftRecipeHint1#0,"""Extend Equipment"""
CraftRecipeHint2#0,"""Technique Customization"""
CraftRecipeHint3#0,"""Instaww Timed Abiwity"""
CraftRecipeHint4#0,"""Disassembwy"""
CraftRecipeHint5#0,"""Customize PA"""
BonusMessage00#0,"""Weduce Coowdown Time"""
BonusMessage01#0,"""Cwass Avaiwabiwity Up"""
BonusMessage02#0,"""Weapon Weq. Weduction"""
BonusMessage03#0,"""Awmow Weq. Weduction"""
BonusMessage000#0,"""($(0).$(1)%)"""
BonusMessage10#0,"""Fiwe Mewit Boost"""
BonusMessage11#0,"""Ice Mewit Boost"""
BonusMessage12#0,"""Wightning Mewit Boost"""
BonusMessage13#0,"""Wind Mewit Boost"""
BonusMessage14#0,"""Wight Mewit Boost"""
BonusMessage15#0,"""Dawk Mewit Boost"""
BonusMessage10_d#0,"""Fiwe Demewit Weduction"""
BonusMessage11_d#0,"""Ice Demewit Weduction"""
BonusMessage12_d#0,"""Wightning Demewit Weduction"""
BonusMessage13_d#0,"""Wind Demewit Weduction"""
BonusMessage14_d#0,"""Wight Demewit Weduction"""
BonusMessage15_d#0,"""Dawk Demewit Weduction"""
BonusMessage001#0,"""($(0)% ),( $(1)%)"""
BonusMessage002#0,"""($(0)%)"""
InquiryErrorMessage3#0,"""Failed to retrieve craft information.<br>Please try again momentarily."""
NoBonusMessage#0,"""No Cwaft Wicense"""
BonusMessage16#0,"""Incwease Max Sub Effect Wate"""
BonusMessage17#0,"""Incwease Extwa Effect Wate"""
BonusMessage18#0,"""Incwease Extended Duwation Wate"""
BonusMessage19#0,"""Stwike PA Custom Type 1 Up"""
BonusMessage20#0,"""Stwike PA Custom Type 2 Up"""
BonusMessage21#0,"""Wanged PA Custom Type 1 Up"""
BonusMessage22#0,"""Wanged PA Custom Type 2 Up"""
BonusMessage23#0,"""Tech PA Custom Type 1 Up"""
BonusMessage24#0,"""Tech PA Custom Type 2 Up"""
SetEffectEquipTitle#0,"""Equipment Set Effects"""
SetEffectInfoTitle1#0,"""Pawametews"""
SetEffectInfoTitle2#0,"""SET1"""
SetEffectInfoTitle3#0,"""SET2"""
TreasureMessage#0,"""Open anothew window."""
DeadMenuTitle#0,"""Incapacitation Menu"""
Return#0,"""Wetuwn to Campship"""
Buy#2,"""Revive by purchasing a Scape Doll <pict Arcscash>"""
Use#0,"""Wevive by using a Scape Doww"""
Help#0,"""-"""
ApllyHelp#0,"""-"""
CancelHelp#0,"""-"""
ReturnTitle#0,"""Wetuwn to Campship"""
ReturnMessage#0,"""Returning to Campship. <br>Are you sure?"""
ReturnMessage2#0,"""キャンプシップへ戻ります。<br>よろしいですか？<br><br><red>※一度キャンプシップに戻ると、<br>\u3000報酬を受け取ることができなくなります。<c>"""
ScapeDollBuyTitle#0,"""Puwchase Scape Doww"""
ScapeDollBuyMessage#0,"""This is <pict Arcscash><c ff4f3f>AC Content.<c><br>It will consume AC. <br>Are you sure?"""
ScapeDollUseTitle#0,"""Use Scape Doww"""
ScapeDollUseMessage#0,"""<pict Arcscash><c 5fdf00>Using previously bought items.<c><br>This will use an already-owned Scape<br>Doll. Are you sure?"""
ReturnFailure#0,"""You cannot wetuwn to the Campship wight now."""
Failure#0,"""Wetiwe"""
FailureMessage#0,"""This will cause you to retire from the quest.<br>Continue?"""
FailurePartyExit#0,"""Wetiwe (Weave Pawty)"""
FailurePartyExitMessage#0,"""This will cause you to leave the party <br>and abandon your quest.<br>Continue?"""
Chat#0,"""Chat"""
UseHalf#0,"""Wevive using Hawf Doww"""
HalfDollUseTitle#0,"""Hawf Doww Usage"""
HalfDollUseMessage#0,"""You will revive using a Half Doll.<br>Continue?"""
Revive_count#0,"""Wevive automaticawwy aftew 10 seconds."""
