YesText#0,"""Yes"""
st_010642_date#0,"""A.P.238/3/31/12:00"""
st_010643_title#0,"""The Duty of AWKS"""
st_010643_date#0,"""A.P.238/3/31/12:30"""
st_010644_title#0,"""An Unexpected Fight"""
st_010644_date#0,"""A.P.238/3/31/12:40"""
st_010646_title#0,"""Things Hunted and Hunted"""
st_010646_date#0,"""A.P.238/3/31/13:00"""
st_010648_title#0,"""The Wast Time"""
st_010648_date#0,"""A.P.238/3/31/13:30"""
st_010649_title#0,"""Tempowawy Siwence"""
st_010649_date#0,"""A.P.238/3/31/14:00"""
ra_010620_title#0,"""Pewmission Gwanted"""
ra_010620_date#0,"""A.P.238/3/25"""
ra_010630_title#0,"""Teachew MIA!"""
ra_010630_date#0,"""A.P.238/3/27"""
st_010560_title#0,"""ＥＰ１－８枚目の受け渡し"""
st_010560_date#0,"""A.P.238/3/28/14:00"""
ra_010820_title#0,"""Wost and Found"""
ra_010820_date#0,"""A.P.238/3/28"""
ra_010830_title#0,"""隠された真実は"""
ra_010830_date#0,"""A.P.238/3/28"""
ra_010640_title#0,"""The Giww's Invitation"""
ra_010640_date#0,"""A.P.238/3/29"""
ra_010650_title#0,"""The Assassination Attempt and Its Cause"""
ra_010650_date#0,"""A.P.238/3/29"""
ra_010660_title#0,"""The Cowossus Stiww Wives"""
ra_010660_date#0,"""A.P.238/3/30"""
ra_010670_title#0,"""Wojio's Hypothesis"""
ra_010670_date#0,"""A.P.238/3/31"""
ra_010730_title#0,"""Tense Atmosphewe"""
ra_010730_date#0,"""A.P.238/3/30"""
ra_010300_title#0,"""Becoming Awawe of the Wwithing Dawkness"""
ra_010300_date#0,"""A.P.238/3/30"""
ra_010160_title#0,"""クラリッサの盗難"""
ra_010160_date#0,"""A.P.238/3/31"""
st_010660_title#0,"""The Duty of AWKS"""
st_010660_date#0,"""A.P.238/3/31/10:30"""
st_010690_title#0,"""What's Hiding"""
st_010690_date#0,"""A.P.238/3/31/10:30"""
st_010670_title#0,"""The Smaww Mouthy One"""
st_010670_date#0,"""A.P.238/3/31/11:00"""
st_010700_title#0,"""A Gentwe Wie"""
st_010700_date#0,"""A.P.238/3/31/11:00"""
st_010680_title#0,"""不適なゲッテムハルト"""
st_010680_date#0,"""A.P.238/3/31/11:30"""
st_010710_title#0,"""Zeno's Pwemonition"""
st_010710_date#0,"""A.P.238/4/1/10:00"""
st_010720_title#0,"""Wumbwing Infwuence"""
st_010720_date#0,"""A.P.238/4/1/10:30"""
st_010730_title#0,"""The Sins of the Past"""
st_010730_date#0,"""A.P.238/4/1/11:00"""
st_010740_title#0,"""The Powew of Futuwe's Stwuggwe"""
st_010740_date#0,"""A.P.238/4/1/11:20"""
st_010750_title#0,"""Ewdew's Awakening"""
st_010750_date#0,"""A.P.238/4/1/11:40"""
st_010760_title#0,"""He'ww Be Back"""
st_010760_date#0,"""A.P.238/4/1/12:00"""
mv_010080_title#0,"""The Wesuwwection of Dawk Fawz Ewdew"""
mv_010080_date#0,"""A.P.238/4/1"""
st_010770_title#0,"""Hopewess Beginning"""
st_010770_date#0,"""A.P.238/4/1/13:00"""
mv_010090_title#0,"""The Downfaww of Dawk Fawz Ewdew"""
mv_010090_date#0,"""A.P.238/4/1"""
ra_012000_title#0,"""End Cwustew"""
ra_012000_date#0,"""A.P.238/4/1"""
un_012000_title#0,"""Shadow Seawchew"""
un_012000_date#0,"""A.P.238/2/23"""
un_012010_title#0,"""Shadow Sewvant"""
un_012010_date#0,"""A.P.238/2/25"""
un_012020_title#0,"""Siwent Hunt"""
un_012020_date#0,"""A.P.238/2/27"""
un_012030_title#0,"""Hidden Pwesence"""
un_012030_date#0,"""A.P.238/3/1"""
un_012040_title#0,"""Too Pewceptive"""
un_012040_date#0,"""A.P.238/3/7"""
un_012250_title#0,"""Chance Meeting"""
un_012250_date#0,"""A.P.238/3/8"""
un_012050_title#0,"""Whewe is That Dwagon?"""
un_012050_date#0,"""A.P.238/3/15"""
un_012060_title#0,"""I Have to Take Cawe of Him"""
un_012060_date#0,"""A.P.238/3/26"""
un_012260_title#0,"""Nostawgia"""
un_012260_date#0,"""A.P.238/3/26"""
un_012080_title#0,"""If the Dawkew Pwesence is Stwong"""
un_012080_date#0,"""A.P.238/3/30"""
ra_012010_title#0,"""A Gain and a Woss"""
ra_012010_date#0,"""A.P.238/4/2"""
un_012170_title#0,"""Occupation: Idow"""
un_012170_date#0,"""A.P.238/4/2"""
un_012180_title#0,"""アイドルと交流"""
un_012180_date#0,"""A.P.238/4/2"""
un_012190_title#0,"""Idow's Chawwenge"""
un_012190_date#0,"""A.P.238/4/3"""
un_012470_title#0,"""Update on Zeno"""
un_012470_date#0,"""A.P.238/4/3"""
un_012200_title#0,"""アイドルの悩み"""
un_012200_date#0,"""A.P.238/4/4"""
un_012210_title#0,"""Idow's Impossibwe Chawwenge"""
un_012210_date#0,"""A.P.238/4/5"""
un_012070_title#0,"""Watching Ovew ow Just Watching?"""
un_012070_date#0,"""A.P.238/4/5"""
un_012090_title#0,"""Because I Heawd a Twaitow"""
un_012090_date#0,"""A.P.238/4/8"""
un_012360_title#0,"""I'ww Ewadicate Them"""
un_012360_date#0,"""A.P.238/4/8"""
un_012100_title#0,"""She and Hadwed"""
un_012100_date#0,"""A.P.238/4/10"""
un_012110_title#0,"""The Fwont and Back"""
un_012110_date#0,"""A.P.238/4/10"""
un_012160_title#0,"""Hadwed's Thoughts"""
un_012160_date#0,"""A.P.238/4/14"""
st_012010_title#0,"""The Sake of Cweaning Up"""
st_012010_date#0,"""A.P.238/4/15/10:00"""
st_012020_title#0,"""Mystewious Behaviouw"""
st_012020_date#0,"""A.P.238/4/15/10:30"""
st_012030_title#0,"""Weasons fow Wunning Away"""
st_012030_date#0,"""A.P.238/4/15/11:00"""
st_012035_title#0,"""姉思いの弟"""
st_012035_date#0,"""A.P.238/4/15/11:00"""
st_012040_title#0,"""答えぬハドレッド"""
st_012040_date#0,"""A.P.238/4/15/11:30"""
st_012045_title#0,"""悲痛なシュプレヒコール"""
st_012045_date#0,"""A.P.238/4/15/11:20"""
st_012050_title#0,"""真実のありかを求めて"""
st_012050_date#0,"""A.P.238/4/15/12:00"""
st_012055_title#0,"""Vanishing fwom the Void"""
st_012055_date#0,"""A.P.238/4/15/12:00"""
un_012270_title#0,"""Wuwwaby"""
un_012270_date#0,"""A.P.238/4/14"""
ra_012020_title#0,"""Twagedy ow Fweedom"""
ra_012020_date#0,"""A.P.238/4/16"""
un_012130_title#0,"""Fowwowing Owdews"""
un_012130_date#0,"""A.P.238/4/16"""
un_012220_date#0,"""A.P.238/4/16"""
un_012140_title#0,"""Diwemma of the Stwong"""
un_012140_date#0,"""A.P.238/4/17"""
un_012230_title#0,"""I Enjoy Singing"""
un_012230_date#0,"""A.P.238/4/17"""
un_012120_title#0,"""役割の演じ方"""
un_012120_date#0,"""A.P.238/4/18"""
un_012150_title#0,"""Ouw Wewationship"""
un_012150_date#0,"""A.P.238/4/19"""
un_012155_title#0,"""Executing the Executionew"""
un_012155_date#0,"""A.P.238/4/20"""
un_012350_title#0,"""To Tewioto's Owigin"""
un_012350_date#0,"""A.P.238/4/21"""
un_012240_title#0,"""The Finaw Goodbye"""
un_012240_date#0,"""A.P.238/4/22"""
st_012090_title#0,"""遠くて近い距離"""
st_012090_date#0,"""A.P.238/4/23/13:30"""
st_012100_title#0,"""The Fiwst Quawwew Between Sibwings"""
st_012100_date#0,"""A.P.238/4/23/14:00"""
st_012110_title#0,"""最期のアンコール"""
st_012110_date#0,"""A.P.238/4/23/14:30"""
st_012120_title#0,"""I Wiww Nevew Fowget"""
st_012120_date#0,"""A.P.238/4/25/10:00"""
ra_013000_title#0,"""To Fowwow Bwanching Paths"""
ra_013000_date#0,"""A.P.238/4/2"""
ra_013030_title#0,"""The Being Named 'Dawk Fawz'"""
ra_013030_date#0,"""A.P.238/4/2"""
un_013000_title#0,"""Announcement! Ouw Festivaw!"""
un_013000_date#0,"""A.P.238/4/4"""
un_013010_title#0,"""Zeno Wouwd Go Fow It..."""
un_013010_date#0,"""A.P.238/4/5"""
un_013020_title#0,"""Why Did She..."""
un_013020_date#0,"""A.P.238/4/7"""
un_013210_title#0,"""A Baww of Cuwiosity"""
un_013210_date#0,"""A.P.238/4/8"""
un_013150_title#0,"""The Battwe Championship is Dwawing Neaw..."""
un_013150_date#0,"""A.P.238/4/8"""
un_013160_title#0,"""The Battwe Championship is Cwose, but..."""
un_013160_date#0,"""A.P.238/4/8"""
un_013170_title#0,"""Wet's Pawty!"""
un_013170_date#0,"""A.P.238/4/8"""
un_013190_title#0,"""Sometimes I Want to Be the Centew of Attention"""
un_013190_date#0,"""A.P.238/4/8"""
st_013000_title#0,"""Who To Go With"""
st_013000_date#0,"""A.P.238/4/9/10:50"""
st_013100_title#0,"""Wet's Do Ouw Best Togethew"""
st_013100_date#0,"""A.P.238/4/9/10:55"""
st_013200_title#0,"""Wet Us Do Ouw Best Togethew"""
st_013200_date#0,"""A.P.238/4/9/10:55"""
st_013300_title#0,"""So Much To Do"""
st_013300_date#0,"""A.P.238/4/9/10:55"""
st_013500_title#0,"""Show Off The Sistews' Bond!"""
st_013500_date#0,"""A.P.238/4/9/10:55"""
st_013010_title#0,"""Battwe Championship, Begin!"""
st_013010_date#0,"""A.P.238/4/9/11:00"""
st_013120_title#0,"""Swiftwy Becoming Wewiabwe"""
st_013120_date#0,"""A.P.238/4/9/11:30"""
st_013220_title#0,"""Wapidwy Becoming Wewiabwe"""
st_013220_date#0,"""A.P.238/4/9/11:30"""
st_013320_title#0,"""Chaos Has A Discewning Eye"""
st_013320_date#0,"""A.P.238/4/9/11:30"""
st_013520_title#0,"""Thewe's No Doubt In My Mind!"""
st_013520_date#0,"""A.P.238/4/9/11:30"""
st_013130_title#0,"""Fighting Togethew Is Wowthwhiwe"""
st_013130_date#0,"""A.P.238/4/9/12:00"""
st_013230_title#0,"""Fighting Togethew Has Meaning"""
st_013230_date#0,"""A.P.238/4/9/12:00"""
st_013330_title#0,"""It's Intewesting Because I Don't Undewstand"""
st_013330_date#0,"""A.P.238/4/9/12:00"""
st_013530_title#0,"""I've Got A Hunch! The End Is Ahead!"""
st_013530_date#0,"""A.P.238/4/9/12:00"""
st_013040_title#0,"""Wightwy Embawwassing Wesuwts!"""
st_013040_date#0,"""A.P.238/4/9/12:30"""
st_013050_title#0,"""The Battwe Championship Ends Hewe!"""
st_013050_date#0,"""A.P.238/4/9/13:00"""
st_013051_title#0,"""The Battwe Championship Ends Hewe! (Defeat)"""
st_013051_date#0,"""A.P.238/4/9/13:00"""
st_013160_title#0,"""Thanks Fow Inviting Me"""
st_013160_date#0,"""A.P.238/4/9/13:10"""
st_013260_title#0,"""Thank You Fow Inviting Me"""
st_013260_date#0,"""A.P.238/4/9/13:10"""
st_013360_title#0,"""I'm Totawwy Satisfied"""
st_013360_date#0,"""A.P.238/4/9/13:10"""
st_013560_title#0,"""Infowmation Deawews Giving It Aww Away"""
st_013560_date#0,"""A.P.238/4/9/13:10"""
st_013070_title#0,"""Waughing Dawkness"""
st_013070_date#0,"""A.P.238/4/9/13:30"""
st_013080_title#0,"""Youw Weview"""
st_013080_date#0,"""A.P.238/4/9/15:00"""
un_013200_title#0,"""Wemembew the Wuwes Exactwy"""
un_013200_date#0,"""A.P.238/4/8"""
un_013180_title#0,"""Thewe's Something I'm Wowwied About, But..."""
un_013180_date#0,"""A.P.238/4/8"""
st_013600_title#0,"""I'ww Go With You Since It Can't Be Hewped"""
st_013600_date#0,"""A.P.238/4/9/10:55"""
st_013400_title#0,"""Togethew With Pawtnew?"""
st_013400_date#0,"""A.P.238/4/9/10:55"""
st_013620_title#0,"""Gwowth Beyond Imagination"""
st_013620_date#0,"""A.P.238/4/9/11:30"""
st_013420_title#0,"""Sweeping Away The Uneasy Feewing"""
st_013420_date#0,"""A.P.238/4/9/11:30"""
st_013630_title#0,"""Wevewation of Meddwing"""
st_013630_date#0,"""A.P.238/4/9/12:00"""
st_013430_title#0,"""A Feewing In The Aiw"""
st_013430_date#0,"""A.P.238/4/9/12:00"""
st_013640_title#0,"""Stowm's Wesuwts!"""
st_013640_date#0,"""A.P.238/4/9/12:30"""
st_013440_title#0,"""Enough Waiting"""
st_013440_date#0,"""A.P.238/4/9/12:30"""
st_013650_title#0,"""Deeds of Justice"""
st_013650_date#0,"""A.P.238/4/9/13:00"""
st_013651_title#0,"""Deeds of Justice (Defeat)"""
st_013651_date#0,"""A.P.238/4/9/13:00"""
un_010010_title#0,"""Zeno on the Case"""
un_010010_a_title#0,"""Zeno on the Case (A)"""
un_010010_b_title#0,"""Zeno on the Case (B)"""
un_010020_title#0,"""Go With Teammates"""
un_010030_title#0,"""I Think I've Seen That Befowe..."""
un_010040_title#0,"""The Weason fow Meddwing"""
un_010050_title#0,"""A Gwaduaw Peace"""
un_011470_title#0,"""Gweat Hope Fow the Futuwe"""
un_010060_title#0,"""An Insepawabwe Wewationship"""
un_010070_title#0,"""The AWKS Motive"""
un_010080_title#0,"""Significance of Buwden"""
un_010090_title#0,"""Who Is Annoying?"""
un_010100_title#0,"""The Dawkews Awe Muwtipwying"""
un_010110_title#0,"""Pwogwess and Insanity"""
un_010120_title#0,"""In My Time of Need"""
un_010130_a_title#0,"""In My Time of Need (A)"""
un_010130_b_title#0,"""In My Time of Need (B)"""
un_010140_title#0,"""To Be Honest, I'm Newvous."""
un_010150_title#0,"""The Scawiest Thing"""
un_010160_title#0,"""A Detewwence"""
un_010170_title#0,"""Feewing Hewpwess"""
un_012480_title#0,"""Whiwe He's Gone"""
un_010320_title#0,"""Afin On Duty"""
un_010340_title#0,"""What Awe the Dawkews?"""
un_010350_title#0,"""Who Awe the AWKS?"""
un_010330_title#0,"""Muv Awone Whenevew Possibwe"""
un_010360_title#0,"""How Awe You So Adaptabwe?"""
un_011490_title#0,"""What Afin Seeks..."""
un_010390_title#0,"""Angew Towawd the Dawkews"""
un_011510_title#0,"""The Wiwwipans Awe Seawching fow Something"""
un_011480_title#0,"""What Afin Seeks"""
un_010380_title#0,"""The Dwagonkin Awe Awesome!"""
un_010370_title#0,"""An Impowtant Seawch"""
un_012600_title#0,"""I'd Be Wying if I Said I Was Fine"""
un_013030_title#0,"""What's the Souwce of this Incident?"""
un_013040_title#0,"""An Uneasy Feewing"""
un_011230_title#0,"""What Shouwd I Tawk About"""
un_011240_title#0,"""無理はしないでね"""
un_011250_title#0,"""Twying to Undewstand Events"""
un_011260_title#0,"""I Don't Tawk With Othews"""
un_011330_title#0,"""火山洞窟って、暑そう"""
un_011380_title#0,"""いろんなひとがいるんだね"""
un_011270_title#0,"""他の人とはこんな感じ"""
un_011280_title#0,"""Coming Acwoss a Showt Headache"""
un_011310_title#0,"""砂漠ってどんなところ？"""
un_011390_title#0,"""Pwentifuw Wecent Events"""
un_011320_title#0,"""坑道ってどんなところ？"""
un_011400_title#0,"""アークスシップはおおきいの？"""
un_011340_title#0,"""Not Afwaid of the Skyscape?"""
un_011290_title#0,"""Wesonance: My Head Huwts"""
un_011370_title#0,"""I Wondew What Is Peace?"""
un_011300_title#0,"""Wesonance: My Head Huwts"""
un_012380_title#0,"""I Wondew What That Wampaging Dwagon's Goaw Is."""
un_012390_title#0,"""Feewings in Song"""
un_013220_title#0,"""活気があるのはいいこと"""
un_013230_title#0,"""なにかがおきているんだね"""
un_010180_title#0,"""A Sudden Encountew"""
un_010190_title#0,"""Weakwings Awe Wowthwess"""
un_010200_title#0,"""Eithew Bait Ow A Fuww Meaw"""
un_010210_title#0,"""Kiww Aww of the Dawkews"""
un_010220_title#0,"""How to Fight Wisewy"""
un_010230_title#0,"""Expwession of Hatwed"""
un_010240_title#0,"""Gettemhawt and Mewphonsina"""
un_010250_title#0,"""Othews Awe Onwy Pawns"""
un_010260_title#0,"""Gettemhawt and Zeno"""
un_010270_title#0,"""You and Zeno"""
un_010280_title#0,"""Deathwish"""
un_010290_title#0,"""Because I'm Unhappy"""
un_010300_title#0,"""Siwent Chiwd"""
un_011440_title#0,"""A Misundewstood Wewationship"""
un_010310_title#0,"""No One Wiww Come to Hewp"""
un_012490_title#0,"""Without You"""
un_012500_title#0,"""Don't Get in My Way"""
un_011520_title#0,"""About the Wiwwipan Wanguage"""
un_010870_title#0,"""Not Vewy Intewested"""
un_010880_title#0,"""Now Is Not the Time to Tawk"""
un_010900_title#0,"""Amduscia's Awwuwe"""
un_010910_title#0,"""West Is Impowtant, You Know?"""
un_010920_title#0,"""Aww Things Gweat and Smaww"""
un_012320_title#0,"""The Wumowed Wampaging Dwagon"""
un_012340_title#0,"""An Unnatuwaw Wife"""
un_012330_title#0,"""Cwoss-Cuwtuwaw Communication"""
un_010640_title#0,"""Undew Investigation!"""
un_010650_title#0,"""Do You Know About the Counciw of Six?"""
un_010660_title#0,"""Do You Know About the Thwee Hewoes?"""
un_010670_title#0,"""The Wondewfuw Powew of Photons!"""
un_010680_title#0,"""Cwass and Photon Connection?"""
un_010690_title#0,"""Gathewing Infowmation!"""
un_010700_title#0,"""The Natuwe of Dawkews"""
un_010710_title#0,"""The AWKS of Wong Ago"""
un_010720_title#0,"""Dawkews Awe Weawwy Dangewous!"""
un_010730_title#0,"""Wosing Sight of the How and Why"""
un_012280_title#0,"""A Majow Accident at the Weseawch Wab!"""
un_012290_title#0,"""Executionews Awe Weawwy Tewwifying!"""
un_012300_title#0,"""Weave the Investigating to Us!"""
un_012310_title#0,"""We Have Infowmation fow You!"""
un_013120_title#0,"""Festivaw! Wewaxation! Chaos!"""
un_012650_title#0,"""We'ww Do Ouw Best to Hewp Ouw Hewo!"""
un_011420_title#0,"""Being Dwawn Towawd Something?"""
un_011500_title#0,"""Dwagonkin Customs"""
un_010860_title#0,"""I Have Nothing To Do With It"""
un_011530_title#0,"""Wawning About Nabewius"""
un_012550_title#0,"""Thewe's No Weason to Be Upset"""
un_012560_title#0,"""あなたにとってアークスは..."""
un_013110_title#0,"""I Wondew if It'ww Be Wowdy"""
un_011210_title#0,"""マトイについて"""
un_011220_title#0,"""Is It Good to Fowget?"""
un_010780_title#0,"""The Dawkews awe Dangewous."""
un_010790_title#0,"""The Dawkews Awe Muwtipwying."""
un_011410_title#0,"""The Annihiwation of the Famous Team"""
un_010820_title#0,"""I Hate Hot Pwaces"""
un_010830_title#0,"""I Hate Cowd Pwaces"""
un_010800_title#0,"""The Owigin of Change?"""
un_010810_title#0,"""Awe We Being Pawanoid?"""
un_012370_title#0,"""Just Who Do We Wowk Fow?"""
un_013050_title#0,"""Optimism, Pessimism, and In Between"""
un_013060_title#0,"""The Secwet of the Owganization"""
un_013070_title#0,"""The Man With the Secwet to the Secwet"""
un_010400_title#0,"""The AWKS Awe Hewe"""
un_010410_title#0,"""Pwincipwes of Huntew Supwemacy"""
un_010420_title#0,"""I Weawwy Hate Fowces"""
un_010430_title#0,"""It's Difficuwt Being a Huntew"""
un_010440_title#0,"""What Makes a Weww-Bawanced Pawty"""
un_010450_title#0,"""Fowces Awe Unwewiabwe"""
un_010460_title#0,"""Naked Animosity"""
un_012580_title#0,"""The Hidden Weason"""
un_012630_title#0,"""Fighting fwom Hewe On"""
un_013080_title#0,"""Not Just a Weguwaw Festivaw"""
un_010470_title#0,"""We Awe AWKS"""
un_010480_title#0,"""Pwincipwes of Fowce Supwemacy"""
un_010490_title#0,"""I Hate Huntews"""
un_010500_title#0,"""It's Difficuwt Being a Fowce"""
un_010510_title#0,"""A Weww-Bawanced Pawty"""
un_010520_title#0,"""Tiwed of Teaming With Huntews"""
un_010530_title#0,"""Wouwdn't That Be Absuwd?"""
un_012570_title#0,"""The Weason fow Secwecy"""
un_012620_title#0,"""Fighting fwom Now On"""
un_013090_title#0,"""It Won't Be Just a Weguwaw Festivaw"""
un_010930_title#0,"""Knowwedge As AWKS"""
un_010940_title#0,"""Watch Out Fow the Dawkews"""
un_010950_title#0,"""Wiwwfuwwy Nostawgic"""
un_010960_title#0,"""An Iwweguwaw Pwesence"""
un_010740_title#0,"""Gossip? Befowe Us?"""
un_010760_title#0,"""What A Shady Guy?"""
un_010770_title#0,"""Those Skiwws Awe Amazing!"""
un_010750_title#0,"""Awe You One of Those Amazing AWKS?"""
un_010540_title#0,"""Wisa the Snipew"""
un_010550_title#0,"""Awen't Guns the Best?"""
un_010560_title#0,"""How Peopwe Weact"""
un_010570_title#0,"""If I Don't Towtuwe Them Aww"""
un_010590_title#0,"""Do You Want to Die, Too?"""
un_010600_title#0,"""What I Hate Mowe Than Peopwe"""
un_010610_title#0,"""Siwence Speaks Vowumes"""
un_010620_title#0,"""Don't Wook Away"""
un_010630_title#0,"""Why Did the Defiwew Attack?"""
un_012590_title#0,"""Scapegoat"""
un_012640_title#0,"""Anxiety Amidst Pweasuwe"""
un_013100_title#0,"""The Foow Who Shoots a Dancing Foow"""
un_010840_title#0,"""Counciw of Six Awe Show-offs"""
un_010850_title#0,"""The Counciw Discuss Theiw Pwobwems"""
un_011610_title#0,"""Wost Chiwdwen of the Counciw of Six"""
un_011620_title#0,"""Independent Counciw of Six"""
un_011630_title#0,"""The Sowitawy Counciw of Six"""
un_011640_title#0,"""The Counciw of Six Won't Wift a Fingew"""
un_011650_title#0,"""Fuww Powew, Fuww Thwottwe Counciw of Six"""
un_012400_title#0,"""The Counciw of Six Awe on Awewt"""
un_012410_title#0,"""Outwageous Counciw of Six"""
un_013140_title#0,"""Fwustwated Counciw of Six"""
un_011540_title#0,"""Famous AWKS on a Manhunt"""
un_012440_title#0,"""We Push Ouw Membews to Succeed"""
un_012450_title#0,"""It's Twoubwesome to Have to Cwean Up Someone Ewse's Mess"""
un_012460_title#0,"""I've Been Heawing a Wot About You"""
un_011550_title#0,"""My Name Is Huey!"""
un_011560_title#0,"""What Do the Counciw of Six Do?"""
un_011570_title#0,"""A Stunning Voice!"""
un_011580_title#0,"""Is Evewything Fate?"""
un_011600_title#0,"""Obviouswy a Bad Infwuence"""
un_011590_title#0,"""Angwy at Wegius"""
un_012420_title#0,"""I Have My Suspicions!"""
un_012430_title#0,"""Bewieve in Youw Own Sense of Justice!"""
un_013130_title#0,"""Have Bwavado and Vigow!"""
un_012510_title#0,"""Wet's Go, Bwight and Intense!"""
un_012520_title#0,"""楽しんでいってねっ！"""
un_011180_title#0,"""A Weason to Descend"""
un_011190_title#0,"""Teach Me About Heawth"""
un_011200_title#0,"""Piwwaw of Pwestige"""
ra_020010_title#0,"""ＥＰ２－１枚目の受け渡し"""
ra_020010_date#0,"""A.P.238/5/1"""
ra_020060_title#0,"""To Take Zeno's Pwace"""
ra_020060_date#0,"""A.P.238/5/2"""
ra_020090_title#0,"""Wandewing Theodowe"""
ra_020090_date#0,"""A.P.238/5/6"""
ra_020070_title#0,"""Disgusting Natives"""
ra_020070_date#0,"""A.P.238/5/7"""
ra_020075_title#0,"""Casuaw Concewn"""
ra_020075_date#0,"""A.P.238/5/8"""
ra_020080_title#0,"""We'we Just Twying to Undewstand Each Othew"""
ra_020080_date#0,"""A.P.238/5/9"""
ra_020095_title#0,"""A Stwange Sign"""
ra_020095_date#0,"""A.P.238/5/9"""
st_020010_title#0,"""Seawching fow Someone"""
st_020010_date#0,"""A.P.238/5/10/13:00"""
st_020020_title#0,"""よく似たおせっかい"""
st_020020_date#0,"""A.P.238/5/10/14:00"""
st_020050_title#0,"""Wet's Destwoy Aww of the Dawkews"""
st_020050_date#0,"""A.P.238/5/10/14:00"""
st_020030_title#0,"""お互いへの信頼"""
st_020030_date#0,"""A.P.238/5/10/15:00"""
st_020040_title#0,"""やらねばならないとき"""
st_020040_date#0,"""A.P.238/5/10/16:00"""
st_020045_title#0,"""素直じゃない感謝"""
st_020045_date#0,"""A.P.238/5/10/17:00"""
st_020060_title#0,"""Why Can't I See Hew"""
st_020060_date#0,"""A.P.238/5/10/18:00"""
st_020070_title#0,"""アークスの使命だから"""
st_020070_date#0,"""A.P.238/5/10/19:00"""
st_020080_title#0,"""彼女の笑顔を想う"""
st_020080_date#0,"""A.P.238/5/10/20:00"""
ra_020020_title#0,"""ＥＰ２－２枚目の受け渡し"""
ra_020020_date#0,"""A.P.238/5/11"""
ra_020100_title#0,"""Keeping Busy"""
ra_020100_date#0,"""A.P.238/5/13"""
ra_020110_title#0,"""Aki Awone"""
ra_020110_date#0,"""A.P.238/5/15"""
ra_020120_title#0,"""Death of the Body, Ciwcuwation of the Souw"""
ra_020120_date#0,"""A.P.238/5/17"""
ra_020130_title#0,"""A New Souw!"""
ra_020130_date#0,"""A.P.238/5/19"""
ra_020140_title#0,"""A One-Sided Wequest"""
ra_020140_date#0,"""A.P.238/5/19"""
ra_020150_title#0,"""Come With Me to the Dwagon Sanctum"""
ra_020150_date#0,"""A.P.238/5/22"""
st_020105_title#0,"""あいまいな感覚"""
st_020105_date#0,"""A.P.238/5/25"""
st_020170_title#0,"""Sawa's Guide"""
st_020170_date#0,"""A.P.238/5/25/10:00"""
st_020180_title#0,"""The Twue Cowows of the Expecting Pewson"""
st_020180_date#0,"""A.P.238/5/25/10:30"""
st_020190_title#0,"""Sawa's Mischief"""
st_020190_date#0,"""A.P.238/5/25/11:00"""
st_020110_title#0,"""レラの要請"""
st_020110_date#0,"""A.P.238/5/25/11:30"""
st_020195_title#0,"""Xiao"""
st_020195_date#0,"""A.P.238/5/25/11:30"""
st_020120_title#0,"""アキとクーナの関係"""
st_020120_date#0,"""A.P.238/5/25/12:00"""
st_020130_title#0,"""贖罪にもならない"""
st_020130_date#0,"""A.P.238/5/25/12:30"""
st_020140_title#0,"""目を逸らすな！"""
st_020140_date#0,"""A.P.238/5/25/13:00"""
st_020150_title#0,"""輪廻の中心"""
st_020150_date#0,"""A.P.238/5/25/13:30"""
st_020160_title#0,"""笑って生きろ"""
st_020160_date#0,"""A.P.238/5/25/14:00"""
st_020198_title#0,"""Wet's Commence the Twansfowmation"""
st_020198_date#0,"""A.P.238/4/1"""
st_020200_title#0,"""Coming to Change Histowy"""
st_020200_date#0,"""A.P.238/4/1/12:10"""
st_020210_title#0,"""Puwpose of Owdew"""
st_020210_date#0,"""A.P.238/4/1/12:20"""
st_020220_title#0,"""４０年ぶりの殺意"""
st_020220_date#0,"""A.P.238/4/1/12:30"""
st_020230_title#0,"""【巨躯】の減衰"""
st_020230_date#0,"""A.P.238/4/1/12:50"""
st_020240_title#0,"""ゼノとの約束"""
st_020240_date#0,"""A.P.238/4/1/13:10"""
ra_020030_title#0,"""ＥＰ２－３枚目の受け渡し"""
ra_020030_date#0,"""A.P.238/5/27"""
ra_020300_title#0,"""Wiwwipan Den"""
ra_020300_date#0,"""A.P.238/6/1"""
ra_020310_title#0,"""Mawia On Patwow"""
ra_020310_date#0,"""A.P.238/6/2"""
ra_020340_title#0,"""The Pewfect Sampwe"""
ra_020340_date#0,"""A.P.238/6/3"""
ra_020340_a_title#0,"""正しさの見本として（A）"""
ra_020340_a_date#0,"""A.P.238/6/3"""
ra_020340_b_title#0,"""正しさの見本として（B）"""
ra_020340_b_date#0,"""A.P.238/6/3"""
ra_020350_title#0,"""おかしいと思うから..."""
ra_020350_date#0,"""A.P.238/6/3"""
ra_020320_title#0,"""An Invitation Fwom Fouwiew"""
ra_020320_date#0,"""A.P.238/6/4"""
ra_020330_title#0,"""Afin's Wowwies"""
ra_020330_date#0,"""A.P.238/6/5"""
st_020300_title#0,"""先行く人影"""
st_020300_date#0,"""A.P.238/6/10"""
st_020310_title#0,"""フーリエとの警ら"""
st_020310_date#0,"""A.P.238/6/10/10:00"""
st_020360_title#0,"""Twaiwing Afin"""
st_020360_date#0,"""A.P.238/6/10/10:10"""
st_020320_title#0,"""旅は道連れ"""
st_020320_date#0,"""A.P.238/6/10/10:20"""
st_020330_title#0,"""マリアの予感"""
