RouletteNpc_BetEndNearly#5,"""BETタイムが終了するよ"""
RouletteNpc_BetEnd#5,"""BETタイムが終了したわ"""
RouletteNpc_ChanceStart#5,"""$(0)よ！"""
RouletteNpc_BonusStart#5,"""$(0)に停止したわ！"""
RouletteNpc_RouletteEnd#5,"""ルーレット：結果は$(0)$(1)$(2)$(3)よ"""
RouletteNpc_ResultHit01#5,"""$(0)が<br>$(1)枚当てたわ！"""
RouletteNpc_ResultHit02#5,"""$(0)枚、当てた人が$(1)人よ！"""
RouletteNpc_ResultNoHit01#5,"""お祈りが足りなかったわ"""
RouletteNpc_ResultNoHit02#5,"""次こそ、神の祝福があるわ"""
RouletteNpc_ResultNoHit03#5,"""まだ、神に見放されていないわ"""
RouletteNpc_Response01#5,"""How nice!"""
RouletteNpc_Response02#5,"""So coow!"""
RouletteNpc_TalkOne01#5,"""Betting on a cowow is easiew."""
RouletteNpc_TalkOne02#5,"""I hope we don't cwash!"""
RouletteNpc_TalkOne03#5,"""You can BET up to 100 coins in a singwe spot."""
RouletteNpc_TalkOne04#5,"""You can pwace up to 2 BETs."""
RouletteNpc_TalkOne05#5,"""You can cancew a BET duwing the BET phase."""
RouletteNpc_TalkOne06#5,"""The past histowy can be hewpfuw."""
RouletteNpc_TalkOne07#5,"""当たるように祈りを捧げるわ"""
RouletteNpc_TalkOne08#5,"""運を味方にするのよ"""
RouletteNpc_TalkOne09#5,"""欲の出し過ぎは良くないわ"""
RouletteNpc_TalkOne10#5,"""I hope we don't cwash!"""
RouletteNpc_ChanceResponse01#5,"""Wouwette Chance!"""
RouletteNpc_ChanceResponse02#5,"""Shaww we pway?"""
RouletteNpc_Explosion#5,"""Haaaaa!"""
BlackjackFullScreenTitle#0,"""Bwack Nyack"""
BlackjackGide#0,"""<c f0df60>You can play Black Nyack.<c>"""
BlackjackTitle#0,"""Bwack Nyack"""
BlackjackMenuItem#0,"""$(0) <pict AmusementCoin> Per Play"""
BlackjackBasicInfoTitle#0,"""Bwack Nyack Infowmation"""
BlackjackBasicInfoHead#0,"""Basic Infowmation"""
BlackjackBasicInfoRate#0,"""1 Rate: $(0) <pict AmusementCoin>"""
BlackjackBasicInfoCoinNum#0,"""(Current <pict AmusementCoin>: $(0))"""
BlackjackBasicInfoSeatColor#0,"""Seat Cowow"""
BlackjackMenuMessage#0,"""It costs $(0) <pict AmusementCoin><br>to play Black Nyack.<br>Continue?<br><br>(Current <pict AmusementCoin>: $(1))<br><br>Casino Coins cannot<br>be refunded after placing a bet."""
Help_00#1,"""Change Faciaw Expwession"""
Help_01#1,"""Change Angwe"""
Help_02#1,"""Payout Info"""
Help_02a#0,"""Show Totaw Points"""
Help_02b#0,"""Do Not Show Totaw Points"""
Help_03#1,"""HIT (Dwaw Cawd)"""
Help_04#1,"""STAY (Don't Dwaw Cawd)"""
Help_05#0,"""Woww Dice"""
Help_06#0,"""HIT"""
Help_07#0,"""STAY"""
Help_08#0,"""DOUBWE DOWN"""
Help_09#0,"""Wetiwe"""
Help_20#0,"""Chat"""
Help_10#1,"""[←] Key"""
Help_10a#1,"""<pict Alpha_LEFT>"""
Help_10b#1,"""<pict Sign_LEFT>"""
Help_10c#1,"""<pict Number_LEFT>"""
Help_11#1,"""[↑][↓] Key"""
Help_11a#0,"""<pict Alpha_UP><pict Alpha_DOWN>"""
Help_11b#0,"""<pict Sign_UP><pict Sign_DOWN>"""
Help_11c#0,"""<pict Number_UP><pict Number_DOWN>"""
Help_12#1,"""[←] Key"""
Help_12a#1,"""<pict Alpha_LEFT>"""
Help_12b#1,"""<pict Sign_LEFT>"""
Help_12c#1,"""<pict Number_LEFT>"""
Help_13#1,"""<%Decide>"""
Help_14#1,"""<%Cancel>"""
Help_15#0,"""[ENTEW] Key """
Help_16#0,"""<%MultiSelect>"""
Help_19#0,"""[Esc] Key """
Help_19b#0,"""<%MainMenu>"""
Help_40#0,"""<%SelectMenu>"""
WinCoin#0,"""Winnings: $(0)<pict AmusementCoin>"""
BlackjackActionTitle#0,"""It's Youw Tuwn"""
BlackjackHitTitle#0,"""HIT Confiwmation"""
BlackjackHitMessage#0,"""Dwaw a cawd?"""
BlackjackStayTitle#0,"""STAY Confiwmation"""
BlackjackStayMessage#0,"""Continue with youw cuwwent cawds?"""
BlackjackDoubleDownTitle#0,"""DOUBWE DOWN Confiwmation"""
BlackjackDoubleDownMessage#0,"""Double down?<br>This will double your <pict AmusementCoin> BET, draw exactly <br>one card and then STAY."""
BlackjackEndGameTitle#0,"""Bwack Nyack Wetiwement Confiwmation"""
BlackjackEndGameMessage#0,"""This will cause you to retire from Black Nyack.<br>Your wagered Casino Coins will not be refunded.<br>Continue?"""
BlackjackResultWinTitle#0,"""WIN"""
BlackjackResultLoseTitle#0,"""WOSE"""
BlackjackResultDrawTitle#0,"""DWAW"""
BlackjackResultWinInfo1#0,"""THWEE SP"""
BlackjackResultWinInfo2#0,"""5CAWD"""
BlackjackResultWinInfo3#0,"""DOUBWE DOWN"""
BlackjackResultWinInfo4#0,"""SP HOWDEW"""
BlackjackResultWinInfo5#0,"""NYAU CHANCE"""
BlackjackResultWinInfo6#0,"""BWACK NYACK"""
BlackjackResultWinInfo7#0,"""WIN"""
BlackjackResultWinInfo8#0,"""SP CAWD $(0)$(1)"""
BlackjackResultWinInfo9#0,"""BONUS"""
BlackjackResultHyphen#0,"""--"""
BlackjackResultMultiply#0,"""×"""
BlackjackResultLoseInfo1#0,"""Bet Wost"""
BlackjackResultDrawInfo1#0,"""Bet Wefunded"""
BlackjackContinueTitle#0,"""Bwack Nyack Wesuwts"""
AcquisitionCC#0,"""<pict AmusementCoin> Earned"""
PossessionCC#0,"""Total <pict AmusementCoin>"""
BlackjackContinueMessage#0,"""Wouwd you wike to continue pwaying Bwack Nyack?"""
cc_with_icon#1,"""$(0) <pict AmusementCoin>"""
cc_with_bet#0,"""$(0) BET"""
BlackjackBonusMessage#0,"""<c ffff00>Battle Bonyas!<br>Acquired a bonus for highest hand!<c>"""
BlackjackWaitGameMessage#0,"""Waiting on the current game to end.<br>Please wait a few moments."""
CampaignText#3,"""Battle Bonyas Probability Boost<br>Battle Bonyas Reward Boost"""
SuperCampaignText#3,"""Battle Bonyas Multiplier <yellow>Super Boosted!<c><br>Battle Bonyas Winnings <yellow>Super Boosted!<c>"""
title_slot#1,"""Awkuma Swots"""
2gide_slot#1,"""<c f0df60>You can play Arkuma Slots.<c>"""
content_slot#1,"""Awkuma Swots"""
bet_maisu#1,"""Amount to Bet"""
Coin#2,"""Casino Coins"""
slot_tonyu#1,"""Input"""
slot_help#1,"""Insert\u3000\u3000\u3000\u3000\u3000/← →<br>Start\u3000\u3000\u3000/Enter<br>Cash Out Slots/Esc<br>View List\u3000/End<br>Help\u3000\u3000\u3000\u3000/Home"""
slot_haitohyo#1,"""Payout Info"""
SlotInfo#1,"""Basic Infowmation"""
WaveAverageTitle#0,"""Avewage Stage Weached"""
SlotBonus#1,"""Numbew of Bonus Wins"""
SlotMeter#1,"""Awkuma Metew"""
SlotJackpot#1,"""JACKPOT"""
SlotMenuPlay#1,"""Pway Swots"""
SlotMenuBack#1,"""Wetuwn"""
SlotMenuExplanation#0,"""View Expwanation"""
SlotMenuTitle#1,"""Awkuma Swot Info"""
BasicInfo#1,"""1 Play $(0)<pict AmusementCoin>"""
WaveAverage#0,"""Stage $(0)"""
BonusNum#1,"""$(0) time(s)"""
EndConfirmTitle#1,"""Cash Out Confiwmation"""
EndConfirm#1,"""You are about to cash out from Arkuma Slots.<br>Continue?"""
CoinNum#1,"""$(0) <pict AmusementCoin>"""
InfoCoinNum#1,"""x $(0)"""
InfoStr00#1,"""+bonusgame"""
InfoStr01#1,"""metew+1"""
InfoCoin_01#1,"""x100"""
InfoCoin_02#1,"""x 30"""
InfoCoin_03#1,"""x 15"""
InfoCoin_04#1,"""x10"""
InfoCoin_05#1,"""x 8"""
InfoCoin_06#1,"""x 5"""
InfoCoin_07#1,"""x 3"""
Help_00#2,"""Input"""
Help_01#2,"""Stawt"""
Help_02#2,"""Payout Info"""
Help_03#2,"""Cash Out"""
Help_04#2,"""Chat"""
Help_05#1,"""Sewect"""
Help_06#1,"""Confiwm"""
Help_07#1,"""Awkumami"""
Help_10#2,"""[↑][↓] Key"""
Help_10a#2,"""<pict Alpha_UP><pict Alpha_DOWN>"""
Help_10b#2,"""<pict Sign_UP><pict Sign_DOWN>"""
Help_10c#2,"""<pict Number_UP><pict Number_DOWN>"""
Help_11#2,"""<%Decide>"""
Help_12#2,"""[←][End] Key"""
Help_12a#2,"""<pict Alpha_LEFT>"""
Help_12b#2,"""<pict Sign_LEFT>"""
Help_12c#2,"""<pict Number_LEFT>"""
Help_13#2,"""<%Cancel>/[ESC] Key"""
Help_13a#1,"""<%Cancel>"""
Help_14#2,"""<pict Sign_SELECT>"""
Help_14a#1,"""<pict Sign_START>"""
Help_15#1,"""[↑][↓][←][→] Keys"""
Help_15a#0,"""<pict Alpha_UP><pict Alpha_DOWN><pict Alpha_LEFT><pict Alpha_RIGHT>"""
Help_15b#0,"""<pict Sign_UP><pict Sign_DOWN><pict Sign_LEFT><pict Sign_RIGHT>"""
Help_15c#0,"""<pict Number_UP><pict Number_DOWN><pict Number_LEFT><pict Number_RIGHT>"""
Help_16#1,"""<%MultiSelect>"""
SlotInitMsg#1,"""-,---,---"""
NoCoinTitle#1,"""Casino Coin Ewwow"""
NoCoinMessage#1,"""Insufficient Casino Coins."""
PlayCountLimit#0,"""You have reached the play limit for today. <br>（Plays are reset at 5:00 AM JST each day.）"""
PushButtonToPlay#0,"""<%Decide>でスロットを回します。"""
PushKeyToSelect#0,"""$(0)で選択します。"""
WaitLongMsg#1,"""You weft because Awkuma Swots was not pwayed fow a cewtain time."""
CampaignText#4,"""通常ゲーム図柄払い出し50％UP"""
SuperCampaignText#4,"""通常ゲーム図柄払い出し<yellow>100％UP！<c>"""
ArkumaBetWindowTitle#0,"""Awkuma Swots Confiwmation"""
ArkumaBetWindowText2#0,"""$(0)<pict AmusementCoin>でアークマスロットを遊びます。<br>よろしいですか？<br><br>※あと<yellow>$(2)回<c>プレイすることができます。<br>※プレイ可能数は毎日朝５時にリセットされます。<br><br>（所持<pict AmusementCoin>：$(1)）"""
ArkumaBetWindowMenuText#0,"""$(0)でプレイ"""
ArkumaBetWindowButtonText#0,"""Quit"""
ArkumaResultTitle#0,"""Awkuma Swots Wesuwts"""
AcquisitionCC#1,"""<pict AmusementCoin> earned"""
PossessionCC#1,"""Total <pict AmusementCoin>"""
ArkumaRateNumberText#0,"""$(0)%"""
ArkumaPointPlusCoinText#0,"""$(0) + $(1)"""
toast_auto_exit#0,"""You weft because Awkuma Swots was not pwayed fow a cewtain time."""
toast_no_coin#0,"""Insufficient Casino Coins."""
ArkumaLiquidationTitle#0,"""Cash Out Confiwmation"""
ArkumaLiquidationText#0,"""獲得したコインを精算して、<br>今回のプレイを終了します。<br>よろしいですか？"""
bubbleStartGame#0,"""Awe you weady? Wet's go to the edge of the univewse."""
bubbleRest1#0,"""It's going smoothwy. Pwease cawwy on wike this."""
bubbleRest2#0,"""We have 10 mowe stages untiw the destination. Pwease cawwy on wike this."""
bubbleRest3#0,"""5 mowe stages untiw the destination. You'we cwose to the goaw."""
bubbleHitSpecialPanels#0,"""Dawk Fawz detected. Watch youwsewf."""
bubbleToBattleBonus#0,"""攻撃を防ぐ偽物がいるようです。<br>本物を見つけだし、攻撃くださいませ。"""
bubbleToElderBonus#0,"""ダークファルスが現れました。<br>御身の全てを賭けた一撃を！"""
bubbleWinBattle#0,"""The stwategy went weww. It is ouw victowy."""
bubbleLoseBattle#0,"""The damage is enowmous... I'm sowwy, it's uvw."""
bubbleWinElder1#0,"""Congwatuwations! It's a wondewfuw achievement!"""
bubbleWinElder2#0,"""大変素晴らしい成果ですわ！<br>大当たりでございます。"""
bubbleWinElder3#0,"""It is a wesuwt that wemains in histowy! I am honowed to have met you."""
wave_average#0,"""Avewage Stage Weached"""
slot2_result#0,"""Awkuma Swots Wesuwts"""
playable_number#0,"""Pway Wimit"""
reset#0,"""<yellow>※Resets daily at 05:00 JST.<c>"""
player_info#0,"""Daiwy Pway Wimit (Cuwwent/Max)"""
toast_no_playable#0,"""Daiwy pway wimit has been weached."""
