MenuTitle#0,"""Twade Shop"""
RepurchaseTitle#0,"""Buyback Items"""
RepurchaseMessage1#0,"""Buying back $(1) at $(2)$(0).<br>Is that okay?"""
RepurchaseMessage2#0,"""Buying back $(1) ×$(2)at $(3)$(0).<br>Is that okay?"""
RepurchaseMessage3#0,"""Buying items back at $(1)$(0).<br>Is that okay?"""
RepurchaseErrorTitle#0,"""Shop"""
RepurchaseErrorMessage1#0,"""Insufficient Meseta."""
RepurchaseErrorMessage2#0,"""Insufficient space in inventory<br>or holding the max amount of the items.<br>Could not buyback."""
RepurchaseErrorMessage3#0,"""You are carrying too many of $(0),<br>could not buyback."""
CancelTitle#8,"""Buyback Cancew Confiwmation"""
CancelMessage#8,"""Are you sure you want to<br>cancel buyback?"""
RepurchaseResultTitle#0,"""Buyback Items"""
RepurchaseResultMessage1#0,"""Item(s) wewe bought back."""
RepurchaseResultMessage2#0,"""Item(s) couwd not be bought back."""
Cash#1,"""Money"""
Cost#0,"""Cost"""
agendum#0,"""Item"""
Before#0,"""Befowe"""
After#0,"""Aftew"""
SelectStart#0,"""Confiwm"""
Cancel#0,"""Cancew"""
NeedMeseta#0,"""<yellow>Meseta Needed: $(1) (Have： $(0))<c>"""
Title#7,"""Item Wab"""
LaboListTitle#0,"""Wab Menu"""
Grind#2,"""Item Gwinding"""
ComposeElement#0,"""Add Abiwities"""
GrindAttribute#0,"""Gwind OT Attwibutes"""
ReleasePotential#0,"""Unwock Potentiaw"""
Unregister#0,"""Cancew Ownew Wegistwation"""
ChangeColor#0,"""Change Photon Cowow"""
GammaHelp#0,"""New-Type Weapon Hewp"""
UnitHelp#0,"""Wisten to Awmow Expwanation"""
Exit#2,"""Weave Item Wab"""
ChangePotential#0,"""Change Potentiaw"""
Synthesis#0,"""Unit Skiww Addition"""
Explanation1#2,"""<c f0df60>At the item lab you can strengthen your weapons and units.<c>"""
Explanation2#2,"""<c f0df60>Item grinding using upgrade materials to boost the strength (+ value) of weapons and units.<c>"""
Explanation3#2,"""<c f0df60>If you are carrying any support items, you may pick whichever you would like to use. Support items can be obtained from the AC shop and scratch cards.<c>"""
Explanation3_v#2,"""<c f0df60>「補助アイテム」を持っている時は、使用するものを選択できます。<c>"""
Explanation_GrindGamma_Mate#0,"""<c f0df60>Select \""Material\"" items. The total EXP will result from the selected items. \""Material\"" items <c><c ff4f3f>will disappear<c><c f0df60> after the upgrade.<c>"""
Explanation_GrindGamma_Mate_v#0,"""<c f0df60>The amount of Upgrade EXP acquired is based on the materials selected. Furthermore, selected materials <c ff4f3f>will be consumed upon upgrade completion<c f0df60>.<c>"""
Explanation_GrindGamma_Support#0,"""<c f0df60>If you are carrying any support items, you may pick whichever you would like to use. Support items can be obtained from the AC shop and scratch cards.<c>"""
Explanation_GrindGamma_Support_v#0,"""<c f0df60>「補助アイテム」を持っている時は、使用するものを選択できます。<c>"""
Explanation_GrindGamma_Potential_Release#0,"""<c f0df60>これ以上強化をするためには潜在能力の解放が必要です。解放したい潜在能力を選択してください。<c>"""
Explanation_GrindGamma_Potential_Release_v#0,"""<c f0df60>これ以上強化をするためには潜在能力の解放が必要です。解放したい潜在能力を選択してください。<c>"""
Explanation_GrindGamma_Potential_Exchange#0,"""<c f0df60>Please select potential to be unlocked.<c>"""
Explanation_GrindGamma_Potential_Exchange_v#0,"""<c f0df60>Please select potential to be unlocked.<c>"""
Explanation_GrindGamma_Potential_Confirm_v#0,"""<c f0df60>This is the final confirmation.<c>"""
Explanation4#2,"""<c f0df60>Add Abilities allows you to add special abilities to different weapons and units. Please select the item you would like to add abilities to.<c>"""
Explanation4_v#2,"""<c f0df60>武器やユニットから特殊能力を追加できます。追加の「対象」とするアイテムを選択してください。<c>"""
Explanation5#2,"""<c f0df60>Please select a material. The material must have the same number or more special abilities as the target. The selected material <c ff4f3f>will be consumed<c f0df60>.<c>"""
Explanation5_v#1,"""<c f0df60>Please select a material with the same number or more special abilities. The material <c ff4f3f>will be consumed<c f0df60>.<c>"""
Explanation6#2,"""<c f0df60>Please select a \""Material\"" unit. Materials must be units with an equal or greater number of abilities than the target unit. The selected materials <c ff4f3f>will be destroyed<c>."""
Explanation6_v#1,"""<c f0df60>Please select a material with the same number or more special abilities. The material <c ff4f3f>will be consumed<c f0df60>.<c>"""
Explanation7#1,"""<c f0df60>Select a special ability to add. The process will start when you fill all the special abilities from the list. (Though you may use extra slots).<c>"""
Explanation7_v#1,"""<c f0df60>特殊能力を選択し、リストを埋めると開始できます。（エクストラスロットの使用は任意です）<c>"""
Explanation8#1,"""<c f0df60>Final confirmation to add special abilities. If you have any support items, you can select them here.<c>"""
Explanation9#0,"""<c f0df60>By using Synthesizers and material weapons, you can increase a weapon's attribute value. Please select the target weapon.<c>"""
Explanation9_v#0,"""<c f0df60>「シンセサイザー」と「素材武器」を使って、武器の属性値を加算できます。武器を選択してください。<c>"""
Explanation10#0,"""<c f0df60>対象と同じレアリティかつ同じカテゴリーの武器が必要です。選んだ「素材」は、<c ff4f3f>実行後に消滅<c f0df60>します。<c>"""
Explanation10_v#0,"""<c f0df60>対象と同じレアリティかつ同じカテゴリーの武器が必要です。選んだ「素材」は、<c ff4f3f>実行後に消滅<c f0df60>します。<c>"""
Explanation11#0,"""<c f0df60>Final confirmation for Attribute grinding. If you are carrying any supporting items, please select them now.<c>"""
Explanation12#0,"""<c f0df60>By using 1 or more [Photon Spheres], you can release the potential of a weapon. Please select a weapon to release.<c>"""
Explanation12_v#0,"""<c f0df60>アイテム「フォトンスフィア」を使って、潜在能力を解放できます。武器を選択してください。<c>"""
Explanation13#0,"""<c f0df60>Please select potential to be unlocked.<c>"""
Explanation13_v#0,"""<c f0df60>Please select potential to be unlocked.<c>"""
Explanation14#0,"""<c f0df60>This is the final confirmation.<c>"""
Explanation15#0,"""<c f0df61>You can change the photon color of certain items. Please select an item.<c>"""
Explanation16#0,"""<c f0df62>Please set the photon color. Select [Decide] to save the color change.<c>"""
Explanation17#0,"""<c f0df62>You can cancel owner registration of items (excluding those currently equipped) by using a Deregistration Pass.<c>"""
Explanation18#0,"""<c f0df62>This is the owner deregistration final check.<c>"""
Explanation19#0,"""<c f0df60>武器ごとに特定のアイテムを使って、潜在能力を切り替えられます。「対象」とする武器を選択してください。<c>"""
Explanation20#0,"""<c f0df60>切り替えたい潜在能力を選択してください。<c>"""
Explanation21#0,"""<c f0df60>潜在能力切り替えの最終確認画面です。切り替えに必要となるメセタとアイテムを確認してください。<c>"""
RegisterOwnerShipConfirmMessage#0,"""※Rarity $(0)+ will be <yellow>owner registered<c>,<br>so it cannot be traded to other players."""
RegisterOwnerShipResultMessage#0,"""<yellow>Owner registration<c> completed."""
CategoryNewWeapon#0,"""Upgwade Weapons ow Awmow"""
CategoryOldWeapon#0,"""Owd-Type Weapons Onwy"""
CategoryOther#0,"""Othew"""
Title#8,"""Sewect Item to Gwind"""
MenuAppendItem#0,"""Set"""
MenuRemoveItem#0,"""Wemuv"""
GrindStart#0,"""Stawt gwind"""
SrcSelect#0,"""Confiwm"""
Back#5,"""Wetuwn"""
NoItemMessage#3,"""You have not set an item to gwind."""
DropItem#0,"""Set items to gwind"""
GrindTitle#1,"""Item Gwinding"""
GrindMessage#0,"""You will commence the grinding process.<br>Is that okay?<br><br>※ By using support items,<br>\u3000you can reduce the risk<br>\u3000and increase the power boost."""
GrindMessage_v#0,"""強化を開始します。よろしいですか？<br>※補助アイテムを使用することで、リスクを軽減したり<br>\u3000強化値を上げることができます。"""
SelectRiseParam#0,"""Sewect a Wing pawametew to boost."""
DefRiseParam#0,"""Sewect a pawametew to boost."""
NoMatchRiseParam#0,"""Cannot sewect."""
GrindMessage_Gadget#0,"""Initiating upgrade process.<br>Continue?<br><br>※You can only select parameters to<br> boost when upgrading a Left Ring."""
GrindMessage_Gadget_v#0,"""強化を開始します。よろしいですか？<br>※Lリングを強化する場合のみ<br>\u3000上昇パラメータが選択できます。"""
GrindMessage_Gamma#0,"""This will start the strengthening process.<br>Is that OK?<br><br>※By using additional items, you can<br>raise the chance of getting a <c ff007f>Great Success<c>.<br><br>※If the item <yellow>EXP value<c> goes over the<br><c d35507>grind limit<c>, it will be rounded down."""
GrindMessage_Gamma_v#0,"""This will start the strengthening process.<br>Is that OK?<br><br>※By using additional items, you can<br>raise the chance of getting a <c ff007f>Great Success<c>.<br><br>※If the item <yellow>EXP value<c> goes over the<br><c d35507>grind limit<c>, it will be rounded down."""
GrindMessage_Gamma_owner#0,"""強化を開始します。よろしいですか？<br><br>※補助アイテムを使用することで、<br>\u3000<c ff007f>大成功<c>確率を上げることができます。<br>※獲得した強化EXPが上限を超える場合、<br>\u3000その分は切り捨てとなります。"""
GrindMessage_Gamma_v_owner#0,"""強化を開始します。よろしいですか？<br><br>※補助アイテムを使用することで、<br>\u3000<c ff007f>大成功<c>確率を上げることができます。<br>※獲得した強化EXPが上限を超える場合、<br>\u3000その分は切り捨てとなります。"""
GrindSupport1#0,"""Suppowt item 1"""
GammaGrindSupport1#0,"""Upgwade Suppowt"""
GrindNoSupport1Item#0,"""Don't use anything"""
GrindSupport1Item#0,"""$(0) x$(1)"""
GrindSupport2#0,"""Suppowt item 2"""
GammaGrindSupport2#0,"""Attwibute Change"""
GrindNoSupport2Item#0,"""Don't use anything"""
GrindSupport2Item#0,"""$(0) x$(1)"""
CompareTitle#0,"""Item Gwind Detaiws"""
CompareMessage#0,"""<yellow>Required $(1): $(2) (Current: $(0))<br>Meseta Needed: $(4) (Have: $(3))<c>"""
CompareItemMessage#0,"""<yellow>Required Item:<br>$(0)<br>Meseta Needed: $(2) (Have: $(1))<c>"""
GrindItemText#0,"""\u3000$(0) × $(2) (Have: $(1))"""
GrindSuccessRate#0,"""Success wate"""
GrindGreatSuccessRate#0,"""Vewy Successfuw Wate"""
GrindSuccessRateMessage1#0,"""<green>Certain<c>"""
GrindSuccessRateMessage2#0,"""<c 00ffff>Safe<c>"""
GrindSuccessRateMessage3#0,"""<yellow>Warning<c>"""
GrindSuccessRateMessage4#0,"""<red>Danger<c>"""
GrindSuccessRateMessage5#0,"""<red>Danger<c>"""
GrindRisk#0,"""Wisk"""
GrindRiskMessage1#0,"""None"""
GrindRiskMessage2#0,"""<c f2f2b0>Grind -1<c>"""
GrindRiskMessage3#0,"""<yellow>Grind -2<c>"""
GrindRiskMessage4#0,"""<c e7609e>Grind -3<c>"""
GrindRiskMessage5#0,"""<red>Grind -4<c>"""
GrindParamName#0,"""$(0) Upgwade Vawue"""
GrindErrorTitle#0,"""Item Wab"""
GrindErrorMessage1#0,"""Insufficient Meseta."""
GrindErrorMessage2#0,"""Insufficient $(0)."""
GrindErrorMessage3#0,"""A connection error occurred.<br>Unable to grind.<br><br>Error code: [2104]"""
GrindErrorMessage_SelectParam#0,"""Pwease sewect a pawametew to boost."""
GrindErrorMessage_ShortageItem#0,"""You do not have the wequiwed matewiaws."""
GrindErrorMessage_FailedParam#0,"""Faiwed to acquiwe pawametew."""
GrindResultTitle#0,"""Item Wab"""
GrindResultMessage1#0,"""Grinding was <green>successful<c>."""
GrindResultMessage2#0,"""Grinding <red>failed<c>."""
GrindResultMessage3#0,"""Grinding <red>failed<c>.<br>Item grind level dropped by $(0)."""
GrindResultMessage4#0,"""Gwinding faiwed."""
GrindResultMessage_Gamma1#0,"""Upgrade was <green>successful<c>.<br>Item modifier was increased from $(0) to $(1)."""
GrindResultMessage_Gamma2#0,"""Upgrade was <c ff007f>very successful<c>.<br>Item modifier was increased from $(0) to $(1)."""
GrindResultMessage_Gamma3#0,"""Upgrade was <c ff007f>very successful<c>."""
GrindResultMessage_Gamma_BonusElement#0,"""Special Ability Factor unlocked.<br><br>If you choose to add a special ability to this weapon,<br>you can select <pict bonus_elem_icon>$(0)."""
GrindResultMessage_Waker_BonusElement#0,"""Special Ability Factor unlocked.<br><br>If you choose to add a special ability to this weapon,<br>you can select <pict awake_sp_icon>$(0)."""
BonusElementReleaseTitle#0,"""Speciaw Abiwity Factow Unwock"""
BonusWakerElementReleaseTitle#0,"""Speciaw Abiwity Factow Unwock"""
SetErrorTitle#0,"""Item Wab"""
SetErrorMessage1#0,"""You cannot gwind wocked items."""
SetErrorMessage_Limit#0,"""This item has already been grinded to its limit,<br>and cannot be strengthened further."""
SetErrorMessage_Exp#0,"""You have reached the current grind limit.<br>Obtain more EXP to grind the selected ring."""
SetErrorMessage_Gamma1#0,"""The following items cannot be upgraded.<br>Upgrade and attribute values are at their limit.<br>※Attribute can be changed."""
SetErrorMessage_Gamma2#0,"""The following items cannot be upgraded.<br>Upgrade value is at its limit.<br>※Attribute can be upgraded and changed."""
SetErrorMessage_Gamma3#0,"""The following attribute values cannot be increased.<br>Attribute value is at its limit.<br>※Item can be upgraded and attribute changed."""
SetErrorMessage_Gamma4#0,"""You cannot use wocked items."""
GrinderNumTitle#0,"""Gwindews Owned"""
GrindHead#0,"""Stat modifiew"""
Grind#3,"""$(0)%"""
Title_Target#0,"""Sewected Item"""
Title_Material#0,"""Matewiaw item"""
NoMatchItemErrorTitle#0,"""Item Wab"""
NoMatchItemErrorMessage1#0,"""You do not have any items you can gwind."""
ConfirmLockMessage#0,"""You've selected an item that's locked.<br>Are you sure you wish to continue?"""
CheckLockMessage#0,"""Hide Wocked Items"""
CheckLockMessage_VITA#0,"""<pict Sign_SQUARE>ロックを非表示"""
MaterialSelectListTitle#0,"""Sewect Matewiaw Items"""
GrindBonusTitle#0,"""Weinfowcement Bonus"""
GrindBonusValue#0,"""Bonus Vawue"""
GrindSupport3#0,"""Ewement Up"""
GrindNoSupport3Item#0,"""Don't use anything"""
GrindSupport3Item#0,"""$(0) x$(1)"""
CaptionDst_Vita#0,"""Items to Gwind"""
PotentialTitle#0,"""Items to Gwind"""
GammaGrindBonusName_Exp#0,"""Base Upgwade EXP"""
GammaGrindBonusName_Material#0,"""Matewiaw Bonus"""
GammaGrindBonusName_Grinded#0,"""Weinfowcement Bonus"""
GammaGrindBonusNone#0,"""No bonus"""
GammaGrindBonusVal#0,"""+$(0)"""
GammaCompareListNone#0,"""-"""
GammaCompareListAttrNone#0,"""No Attwibute"""
GammaCompareListPotentialNone#0,"""Wocked"""
ConfirmMessage_Gamma1#0,"""Are you sure you want to use an item<br>having one of the following properties?<br><br>・Rarity is above 7★<br>・Grind value is +1 or higher<br>・Grind limit is +31 or higher"""
ConfirmMessage_Gamma2#0,"""Are you sure you want to use an item<br>having one of the following properties?<br><br>・Rarity is above 7★<br>・Grind value is +1 or higher<br>・Grind limit is +31 or higher"""
ConfirmMessage_Gamma3#0,"""Are you sure you want to use an item<br>having one of the following properties?<br><br>・Rarity is above 7★<br>・Grind value is +1 or higher<br>・Grind limit is +31 or higher"""
Gamma_Potential_SequenceMessage#0,"""When unlocking the <yellow>potential ability<c>,<br>you can further increase its strength.<br><br>Select the potential you wish to unlock."""
GammaGrindResultMessage_Potential#0,"""By grinding your weapon<br>to +10, +20, or +30,<br>you have reached its limit.<br><br>Upon the next time you grind, the<br><yellow>Potential Unlock will automatically apply.<c><br><br>※Items, such as Photon Spheres, may be<br>required to unlock the Potential Ability."""
GammaGrindResultMessage_GrindNumLimitUp#0,"""By using identical weapons as material, or the effects of support items, the grind limit has been raised to <yellow>$(0)<c>."""
GammaGrindResultMessage_GrindNumLimitUp_v#0,"""By using identical weapons as material, or the effects of support items, the grind limit has been raised to <yellow>$(0)<c>."""
GammaGrindResultMessage1#0,"""$(0)"""
GammaGrindResultMessage2#0,"""$(0)<br><br>$(1)"""
GammaGrindTotal#0,"""Totaw Upgwade EXP"""
GrindNum#0,"""Gwind vawue"""
GammaMaterialBonusTitle#0,"""Matewiaws and Upgwade EXP"""
GammaGrindNoChangeParamMessage#0,"""Could not grind the item.<br><br>This item has reached its grind limit<br>and cannot go any higher."""
GammaMaterialNoneItemMessage#0,"""No weapons that meet the wequiwements."""
Title#9,"""Sewect an Item to Add Abiwities to"""
ElementEnableListTitle#0,"""Wist of Ewigibwe Abiwities"""
MenuAppendDst#0,"""Set Tawget Item"""
MenuAppendSrc#0,"""Set matewiaw item(s)"""
MenuRemoveItem#1,"""Wemuv"""
SrcSelect#1,"""Confiwm"""
SelectStart#1,"""Confiwm"""
ComposeStart#0,"""Begin adding abiwities"""
Back#6,"""Wetuwn"""
NoDstMessage#0,"""You haven't set a tawget item."""
NoSrcMessage#0,"""You haven't set any matewiaw items."""
DropDst#0,"""Set a tawget item"""
DropSrc#0,"""Set a matewiaw item"""
CaptionDst_Vita#1,"""Items to Gwind"""
ElementName_Vita#0,"""Abiwity name"""
ElementExplanation_Vita#0,"""Expwanation"""
ElementSuccessRate_Vita#0,"""Success wate"""
ElementSelectListTitle#0,"""Sewect a Speciaw Abiwity"""
ElementComposeListTitle#0,"""Wist of Pwanned Abiwities"""
MenuAppendElement#0,"""Set"""
MenuRemoveElement#0,"""Wemuv"""
NoElementMessage#0,"""No speciaw abiwities can be added"""
NoElementComposeMessage#0,"""You have not set any abiwities to be added"""
AddElementTitle#0,"""Sewect an Item to Add Abiwities to"""
AddElementMessage1#0,"""You have support items that<br>can add special abilities.<br>Please select one to use."""
AddElementItemNone#0,"""Don't use anything"""
AddElementItem#0,"""$(0) x$(1)"""
AddElementItemCancel#0,"""Cancew"""
ComposeTitle#0,"""Add Speciaw Abiwities to an Item"""
ComposeMessage1#0,"""Adding special abilities.<br>Is that okay?<br><br><br>※You may increase the success rate<br>\u3000by using support items.<br>(Support items will be consumed <yellow>even if synthesis is successful<c>.)"""
ComposeMessage2#0,"""Adding special abilities.<br>As <yellow>the extra slot is being used<c>,<br>overall success rates will be lower. Is that okay?<br><br>※You may increase the success rate<br>\u3000by using support items.<br>(Support items will be consumed <yellow>even if synthesis is successful<c>.)"""
ComposeMessage3#0,"""Adding special abilities. Is that okay?<br><yellow>※Success rate is lower due to use of the extra slot.<c><br><br>※You may increase the success rate<br>\u3000or protect your items in case of<br>\u3000failure by using support items.<br>(Support items will be consumed <yellow>even if synthesis is successful<c>.)"""
ComposeSupport1#0,"""Suppowt items"""
ComposeSupport2#0,"""Pwotection items"""
ComposeNoSupport1Item#0,"""Don't use anything"""
ComposeSupport1Item#0,"""$(0) x$(1)"""
CompareTitle#1,"""Add Abiwity Detaiws"""
CompareMessage1#0,"""<yellow>Required Meseta: $(1) (Current： $(0))<c>"""
ComposeErrorTitle#0,"""Item Wab"""
ComposeErrorMessage1#0,"""Insufficient Meseta."""
ComposeResultTitle#0,"""Item Wab"""
ComposeErrorMessage#0,"""Communication error.<br>Cannot upgrade abilities.<br><br>[No.2110]"""
ComposeResultMessage1#0,"""Added speciaw abiwities"""
ComposeResultSucceeded#0,"""<green>Addition successful<c>"""
ComposeResultSucceededNone#0,"""None"""
ComposeResultFailed#0,"""<c ff4f3f>Addition failed<c>"""
ComposeResultFailedNone#0,"""None"""
SetErrorTitle#1,"""Item Wab"""
SetErrorMessage1#1,"""You cannot add abilities<br>to locked items."""
SetErrorMessage2#0,"""You cannot use locked<br>items as materials."""
SetErrorMessage3#0,"""You cannot use equipped<br>items as materials."""
SetErrorMessage4#0,"""Cannot be used as a material since it has fewer<br>special abilities than the target item."""
SetErrorMessage5#0,"""Material items must match the type<br>of the target item"""
FusionCodeNum#0,"""Numbew of Synthesizews"""
Percent#0,"""$(0)%"""
Slot1#0,"""Swot 1"""
Slot2#0,"""Swot 2"""
Slot3#0,"""Swot 3"""
Slot4#0,"""Swot 4"""
Slot5#0,"""Swot 5"""
Slot6#0,"""Swot 6"""
Slot7#0,"""Swot 7"""
Slot8#0,"""Swot 8"""
SlotExtra#0,"""Extwa Swot"""
EnableSlotNum#0,"""Amount that can be added"""
NoMatchItemErrorTitle#1,"""Item Wab"""
NoMatchItemErrorMessage1#1,"""You do not have any items you can add abiwities to."""
NoMatchItemErrorMessage2#0,"""No items which meet the requirements.<br>Either locked items are not displayed<br>or you have no items with<br><yellow>more<c> special abilities than the target."""
ExclusiveMessage#0,"""An abiwity of the same type was set awweady, so it has been wepwaced."""
OverSlotMessage#0,"""You've weached the maximum amount you can add, so they have been wepwaced."""
ExtraSlotMessage#0,"""Aww success wates dwop when you use the extwa swot."""
ExtraSlotMixMessage#0,"""You've used an extwa swot, so success wates awe wowewed."""
ElementGrindSupport#0,"""Affix Suppowt Item"""
ConfirmMessage#0,"""This item's grind is over 1, or its rarity is above 7 stars.<br>Are you sure you want to use this?"""
CheckLockMessage#1,"""Hide Wocked Items"""
CheckLockMessage_VITA#1,"""<pict Sign_SQUARE>ロックを非表示"""
Switch_Vita#1,"""<pict Sign_SQUARE>切替"""
ComposeResultObject#0,"""Items to be added with Speciaw Abiwities"""
ComposeResultMaterial#0,"""Matewiaw Item"""
ComposeResultMessage2#0,"""The effect of the Support Item has returned<br>the item back to its original state.<br><yellow>※Meseta and Support Item(s) were consumed.<c>"""
ProtectedMessage#0,"""There are some abilities that <red>failed<c>.<br><yellow>Adding abilities has been halted.<c><br>Please check the protected item."""
ProtectedAndRegisteredOwnerMessage#0,"""There are some abilities that <red>failed<c>.<br><yellow>Adding abilities has been halted.<c><br>Please check the protected item.<br><br>Item <yellow>Owner Registration<c> completed."""
CheckProtectedItem#0,"""Pwotected Item"""
Title#10,"""Sewect an item to Attwibute Gwind"""
MenuAppendDst#1,"""Set Tawget Item"""
MenuAppendSrc#1,"""Set matewiaw item(s)"""
MenuRemoveItem#2,"""Wemuv"""
SrcSelect#2,"""Confiwm"""
GrindStart#1,"""Begin attwibute gwinding"""
Back#7,"""Wetuwn"""
NoDstMessage#1,"""You have not set a tawget item."""
NoSrcMessage#1,"""You have not set any matewiaw items."""
DropDst#1,"""Set the item whose attwibute you wish to gwind"""
DropSrc#1,"""Set matewiaw items"""
GrindTitle#2,"""Item Attwibute Gwinding"""
GrindMessage#1,"""Commencing attribute grinding.<br>Is that okay?<br><br>※ When using a support item,<br>\u3000the attribute can be changed,<br>\u3000or increased further."""
GrindMessage_v#1,"""属性強化を開始します。よろしいですか？<br>※補助アイテムを使用することで属性を変化させたり<br>\u3000属性値を上げたりすることが出来ます。"""
AttributeMessage#0,"""属性値が最大のため<br>これ以上、強化することはできません。<br><br>※属性変化アイテムを選択することで<br>\u3000属性を変えることはできます。"""
AttributeMessage_v#0,"""これ以上、属性値を強化することはできません。<br>※属性変化アイテムを選択することで<br>\u3000属性を変えることはできます。"""
GrindSupport1#1,"""Suppowt item 1"""
GrindNoSupport1Item#1,"""Don't use anything"""
GrindSupport1Item#1,"""$(0) x$(1)"""
GrindSupport2#1,"""Suppowt item 2"""
GrindNoSupport2Item#1,"""Don't use anything"""
GrindSupport2Item#1,"""$(0) x$(1)"""
CompareTitle#2,"""Item Attwibute Gwinding Detaiws"""
CompareMessage#1,"""<yellow>Required Synthesizers: $(1) (Current: $(0))<br>Req. Meseta: $(3) (Current: $(2))<c>"""
Attribute#0,"""Attwibute"""
AttributeRate#0,"""Attwibute Wate"""
GrindNoticeMessage1#0,"""Ineffectuaw suppowt items awe not incwuded."""
GrindErrorTitle#1,"""Item Wab"""
GrindErrorMessage1#1,"""Insufficient Meseta."""
GrindErrorMessage2#1,"""Insufficient Synthesizews."""
GrindErrorMessage3#1,"""Communication error.<br>Cannot grind element.<br><br>[No.2111]"""
GrindResultTitle#1,"""Item Wab"""
GrindResultMessage1#1,"""Attwibute gwinding succeeded."""
GrindResultMessage2#1,"""Attwibute gwinding faiwed."""
SetErrorTitle#2,"""Item Wab"""
SetErrorMessage1#2,"""You cannot grind the attribute<br>of an item that has not had one added."""
SetErrorMessage2#1,"""You cannot grind the attribute<br>of locked items."""
SetErrorMessage3#1,"""You cannot use locked<br>items as materials."""
SetErrorMessage4#1,"""You cannot use equipped<br>items as materials."""
SetErrorMessage5#1,"""Matewiaw items must match the tawget item."""
SetErrorMessage6#0,"""This item has already been grinded to its limit,<br>and cannot be strengthened further."""
FusionCodeNumTitle#0,"""Synthesizews Owned"""
NoMatchItemErrorTitle#2,"""Item Wab"""
NoMatchItemErrorMessage1#2,"""You do not have any items ewigibwe fow attwibute gwinding."""
NoMatchItemErrorMessage2#1,"""条件に合う武器がありません。<br>ロック非表示設定がONになっているか<br>「対象」として選んだ武器と<yellow>同じレアリティ<c>かつ<br><yellow>同じカテゴリー<c>の武器がありません。"""
MaxAttributeMessage1#0,"""属性値が最大の武器なため<br>これ以上、属性値を上げることはできません。<br>※属性変化を行うことは可能です。<br><br>また、条件に合う武器を所持していません。<br>「対象」として選んだ武器と<yellow>同じレアリティ<c>かつ<br><yellow>同じカテゴリー<c>の武器が必要です。"""
MaxAttributeMessage2#0,"""Cannot raise the attribute value of this weapon<br>as it is already maxed out.<br>※ The weapon's attribute can still be changed."""
DifferentKindTitle#0,"""Item Wab"""
ConfirmMessage#1,"""このアイテムは強化値が＋1以上のアイテムです。<br>本当によろしいですか？"""
CheckLockMessage#2,"""Hide Wocked Items"""
CheckLockMessage_VITA#2,"""<pict Sign_SQUARE>ロックを非表示"""
SelectItemTitle#0,"""Potentiaw Change Item Sewection"""
SelectPotentialTitle#0,"""Potentiaw Sewection"""
SelectPotentialCurrentAbilityTitle#0,"""Cuwwent Potentiaw"""
SelectPotentialChangeAbilityTitle#0,"""Avaiwabwe Potentiaw"""
ConfirmTitle#0,"""Item Potentiaw Switch"""
CompareTitle#3,"""Item Potentiaw Switch Detaiws"""
CompareNeedItemTitle#0,"""Wequiwed Item"""
CompareChangePotentialTitle#0,"""Potentiaw Aftew Change"""
ConfirmMessage#2,"""潜在能力切り替えを開始します。<br>よろしいですか？<br><br>※潜在能力を切り替えても<br>\u3000<c ff4f3f>強化値は0に戻りません<c><br>\u3000<c ff4f3f>潜在能力のレベルはリセットされません<c>"""
CompareNeedItem_OK#0,"""$(0)×$(2) (Cuwwent: $(1))"""
CompareNeedItem_NG#0,"""<red>$(0)×$(2) (Current: $(1))<c>"""
CompareNeedItem_Unnecessary#0,"""No item wequiwed."""
ChangeResultMessage#0,"""Potential switch was <green>successful<c>."""
ErrorMessage_NoMeseta#0,"""Insufficient Meseta."""
ErrorMesasage_NoItem#0,"""Insufficient wequiwed items."""
ErrorMesasage_NoMesetaAndItem#0,"""Insufficient meseta ow wequiwed items."""
ErrorMessageNoMatchItem#0,"""No items can change potentiaw."""
ErrorChangePotentialMessage#0,"""通信に問題が発生しました。<br>潜在能力の切り替えができません。<br><br>[No.2109]"""
Title#11,"""Sewect an Item to Unwock Potentiaw"""
Back#8,"""Wetuwn"""
NoItemMessage#4,"""Unwock item has not been set."""
ReleaseStart#0,"""Potentiaw unwock stawted"""
PotentialSelectListTitle#0,"""Potentiaw Sewection"""
PotentialSelectNameHead_Vita#0,"""Potentiaw"""
PotentialSelectExplanationHead_Vita#0,"""Detaiws"""
ReleasePotentialTitle#0,"""Item Potentiaw Unwock"""
ReleasePotentialMessage#0,"""This will unlock the potential.<br>Is this OK?<br><br>※This will reset the weapon's<br>\u3000<c ff4f3f>grind level back to 0<c>."""
ReleasePotentialMessage_Gamma_Add#0,"""This will unlock the potential.<br>Is this OK?"""
ReleasePotentialMessage_Gamma_Exchange#0,"""This will unlock the potential.<br>Is this OK?"""
CompareTitle#4,"""Item Potentiaw Unwock Detaiws"""
CompareMessage#2,"""<yellow>Required Meseta: $(1) (Current: $(0))<c>"""
CompareNeedItemHead#0,"""Wequiwed Item"""
CompareNeedItemOK#0,"""$(0)×$(2) (Cuwwent: $(1))"""
CompareNeedItemNG#0,"""<red>$(0)×$(2) (Current: $(1))<c>"""
ComparePotentialHead#0,"""Unwocked Potentiaw"""
ReleasePotentialErrorTitle#0,"""Item Wab"""
ReleasePotentialErrorMessage1#0,"""Insufficient Meseta."""
ReleasePotentialErrorMessage2#0,"""Insufficient wequiwed items."""
